noticeIdentifier,noticeVersion,lotIdentifier,classificationType,mainClassificationCode,additionalClassificationCodes,options
9b92da70-5f05-4da6-8f36-63c00ccc4bfd,01,LOT-0001,cpv,55500000,"15894000,55520000,55523000",
7bbe3e4a-e8f3-4ce7-8fac-f9899a31ebc0,01,,cpv,45324000,"45000000,45300000,45324000,45421000,45422000",
7bbe3e4a-e8f3-4ce7-8fac-f9899a31ebc0,01,LOT-0001,cpv,45324000,"45000000,45300000,45324000,45421000,45422000",
415228ba-c998-4c5b-a88e-4badc9d2e4dc,01,,cpv,45442100,,
415228ba-c998-4c5b-a88e-4badc9d2e4dc,01,LOT-0000,cpv,45442100,,
01a0a3dd-0de3-4c82-9bff-894ee83e347d,01,,cpv,42000000,,
01a0a3dd-0de3-4c82-9bff-894ee83e347d,01,LOT-0001,cpv,42000000,,
125814cb-3fd3-45fb-8ee4-1940fc409986,01,,cpv,45210000,"45430000,45432130",
125814cb-3fd3-45fb-8ee4-1940fc409986,01,LOT-0001,cpv,45210000,"45430000,45432130",
a673c7df-5a09-4230-a1f0-8c32c383c6a7,01,,cpv,45214210,71320000,
a673c7df-5a09-4230-a1f0-8c32c383c6a7,01,LOT-0001,cpv,45214210,71320000,
5136b73e-1a8c-4623-ba6e-68446d10b433,01,,cpv,45332400,,
5136b73e-1a8c-4623-ba6e-68446d10b433,01,LOT-0000,cpv,45332400,,
63ced94b-e3ff-42f0-9b7c-b0a68e642465,01,,cpv,42510000,"09323000,42515000,42510000",
63ced94b-e3ff-42f0-9b7c-b0a68e642465,01,LOT-0001,cpv,42510000,"09323000,42515000,42510000",
4e2efa0e-8630-465b-beb5-fe2dc2e116e2,01,,cpv,31527200,,
4e2efa0e-8630-465b-beb5-fe2dc2e116e2,01,LOT-0001,cpv,31527200,,
4e2efa0e-8630-465b-beb5-fe2dc2e116e2,01,LOT-0002,cpv,31527200,,
4e2efa0e-8630-465b-beb5-fe2dc2e116e2,01,LOT-0003,cpv,31527200,,
615b5280-a5cf-40f2-b7b9-3da4726c7de4,01,,cpv,45311200,,
615b5280-a5cf-40f2-b7b9-3da4726c7de4,01,LOT-0000,cpv,45311200,,
c27ce215-7d21-4d3f-8032-3718f85a797b,01,,cpv,90470000,,
c27ce215-7d21-4d3f-8032-3718f85a797b,01,LOT-0001,cpv,90470000,90491000,
c27ce215-7d21-4d3f-8032-3718f85a797b,01,LOT-0002,cpv,90470000,90491000,
dc250dbf-39dc-4f59-b567-cfe9c7189181,01,,cpv,45212225,45431000,
dc250dbf-39dc-4f59-b567-cfe9c7189181,01,LOT-0000,cpv,45431000,,
af5ff21e-3c05-4f2c-bd6d-2946bfe9f899,01,,cpv,45233124,"34928320,45233280",
af5ff21e-3c05-4f2c-bd6d-2946bfe9f899,01,LOT-0000,cpv,45233124,"34928320,45233280",
f02e7748-2050-4ac4-a922-cb0f4439e986,01,,cpv,90911200,,
f02e7748-2050-4ac4-a922-cb0f4439e986,01,LOT-0000,cpv,90911200,,
aa0363f1-766e-40ce-956c-9969d649029b,01,,cpv,45000000,"31200000,31000000,31216000,31216100,31216200,45312310,45312311",
aa0363f1-766e-40ce-956c-9969d649029b,01,LOT-0001,cpv,45000000,"31200000,31000000,31216000,31216100,31216200,45312310,45312311",
01a0a386-93b5-4920-903f-b03532554f28,01,,cpv,45000000,,
01a0a386-93b5-4920-903f-b03532554f28,01,LOT-0930,cpv,45000000,,
01a0a386-93b5-4920-903f-b03532554f28,01,LOT-1130,cpv,45000000,,
01a0a386-93b5-4920-903f-b03532554f28,01,LOT-1230,cpv,45000000,,
01a0a386-93b5-4920-903f-b03532554f28,01,LOT-1330,cpv,45000000,,
01a0a386-93b5-4920-903f-b03532554f28,01,LOT-1430,cpv,45000000,,
01a0a386-93b5-4920-903f-b03532554f28,01,LOT-1830,cpv,45000000,,
25ffc2dd-ffb6-484b-9642-475359ac01fc,01,,cpv,39711120,39711110,
25ffc2dd-ffb6-484b-9642-475359ac01fc,01,LOT-0001,cpv,39711120,,
25ffc2dd-ffb6-484b-9642-475359ac01fc,01,LOT-0002,cpv,39711120,,
25ffc2dd-ffb6-484b-9642-475359ac01fc,01,LOT-0003,cpv,39711120,,
f2c6fd75-9a61-4140-a51a-5c616ff7c99d,01,,cpv,50700000,"50720000,50721000,50730000,71630000",
f2c6fd75-9a61-4140-a51a-5c616ff7c99d,01,LOT-0001,cpv,50700000,,
f2c6fd75-9a61-4140-a51a-5c616ff7c99d,01,LOT-0002,cpv,50700000,,
f2c6fd75-9a61-4140-a51a-5c616ff7c99d,01,LOT-0003,cpv,50700000,,
1dcf98ce-459c-4042-9b70-dcc925ded5e5,01,,cpv,71240000,,
1dcf98ce-459c-4042-9b70-dcc925ded5e5,01,LOT-0000,cpv,71240000,,
0a084d8e-b409-46c3-8f38-42d0c38f4087,01,,cpv,71321200,"71300000,71320000,71321000,71321300,71321400,71322000",
0a084d8e-b409-46c3-8f38-42d0c38f4087,01,LOT-0001,cpv,71321200,"71300000,71320000,71321000,71321300,71321400,71322000",
f8f990a2-b9fb-452d-8a21-a403a2239e46,01,,cpv,79710000,79713000,
f8f990a2-b9fb-452d-8a21-a403a2239e46,01,LOT-0001,cpv,79710000,79713000,
f8f990a2-b9fb-452d-8a21-a403a2239e46,01,LOT-0002,cpv,79710000,79713000,
0438fc4d-f4e0-43f1-8124-783654473a06,01,,cpv,72268000,,
0438fc4d-f4e0-43f1-8124-783654473a06,01,LOT-0001,cpv,72268000,,
4f3f43c4-b21a-4fe6-b95f-a02bcfaec978,01,,cpv,45421000,,
4f3f43c4-b21a-4fe6-b95f-a02bcfaec978,01,LOT-0000,cpv,45421000,,
f142e565-038d-4c70-b79f-92083cfea0c8,01,,cpv,71000000,"71240000,71241000,71242000,71243000,71244000,71245000,71246000",
f142e565-038d-4c70-b79f-92083cfea0c8,01,LOT-0000,cpv,71000000,"71240000,71241000,71242000,71243000,71244000,71245000,71246000",
0e4c6765-b27b-4e7e-9cb1-a4cb71f87e03,01,,cpv,45000000,,
0e4c6765-b27b-4e7e-9cb1-a4cb71f87e03,01,LOT-0000,cpv,45000000,,
31c84d33-8204-4aeb-9bdc-6b03fe02d7b6,01,,cpv,71322500,"71300000,71240000",
31c84d33-8204-4aeb-9bdc-6b03fe02d7b6,01,LOT-0000,cpv,71322500,"71300000,71240000",
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,,cpv,90911200,,
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,LOT-0001,cpv,90900000,"90910000,90919300",
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,LOT-0002,cpv,90911300,,
77a17daa-1726-45b5-8710-0d9f238d3cb2,01,,cpv,90911200,,
77a17daa-1726-45b5-8710-0d9f238d3cb2,01,LOT-0000,cpv,90911200,,
01a0a39a-b1ce-41e2-a40e-d2a19840eef3,01,,cpv,45000000,,
01a0a39a-b1ce-41e2-a40e-d2a19840eef3,01,LOT-0001,cpv,45000000,,
9f47389f-4ff8-4452-bb85-29dc3fdbcacb,01,,cpv,45233100,,
9f47389f-4ff8-4452-bb85-29dc3fdbcacb,01,LOT-0000,cpv,45233100,,
37ef6440-39ad-4711-b6d8-50cd3e259338,01,,cpv,45261410,45261300,
37ef6440-39ad-4711-b6d8-50cd3e259338,01,LOT-0001,cpv,45261410,45261300,
975ec467-e4c0-41ee-93e8-9e85b58e3304,01,,cpv,79212300,,
975ec467-e4c0-41ee-93e8-9e85b58e3304,01,LOT-0000,cpv,79212300,,
1a3ffe25-e783-42d6-85d9-06a72e6621ae,01,,cpv,71000000,,
1a3ffe25-e783-42d6-85d9-06a72e6621ae,01,LOT-0000,cpv,71000000,,
65a1fbb7-b8fa-47a1-81b3-19eb0aea6d81,01,,cpv,45221242,"43123000,45262311",
65a1fbb7-b8fa-47a1-81b3-19eb0aea6d81,01,LOT-0000,cpv,45221242,,
75b1656a-978d-42f1-bea4-282faba63fb7,01,,cpv,30230000,30230000,
75b1656a-978d-42f1-bea4-282faba63fb7,01,LOT-0000,cpv,30230000,30230000,
411eac10-5d12-40fb-a4d9-edbad677041b,01,,cpv,85147000,,
411eac10-5d12-40fb-a4d9-edbad677041b,01,LOT-0001,cpv,85147000,,
411eac10-5d12-40fb-a4d9-edbad677041b,01,LOT-0002,cpv,85147000,,
411eac10-5d12-40fb-a4d9-edbad677041b,01,LOT-0003,cpv,85147000,,
411eac10-5d12-40fb-a4d9-edbad677041b,01,LOT-0004,cpv,85147000,,
b66086b4-5a0c-43e5-beff-d9e5bd9b4747,01,,cpv,45262320,,
b66086b4-5a0c-43e5-beff-d9e5bd9b4747,01,LOT-0001,cpv,45262320,,
15fde072-07e6-480b-9309-bd9ffe950305,01,,cpv,90910000,,
15fde072-07e6-480b-9309-bd9ffe950305,01,LOT-0000,cpv,90910000,,
bdb7cd0f-27a9-49e6-be6e-c80723885512,01,,cpv,45000000,"45453000,45410000,45430000",
bdb7cd0f-27a9-49e6-be6e-c80723885512,01,LOT-0000,cpv,45000000,"45453000,45410000,45430000",
60e43b0a-8dfb-449e-b498-b09682344d0f,01,,cpv,72260000,,
60e43b0a-8dfb-449e-b498-b09682344d0f,01,LOT-0000,cpv,72260000,,
2fbce19e-8406-42b5-9a31-021c37f0693e,01,,cpv,72000000,,
2fbce19e-8406-42b5-9a31-021c37f0693e,01,LOT-0001,cpv,72000000,,
54a3c5e2-e83d-4d6d-b9b4-c8ef88801272,01,,cpv,45331000,,
54a3c5e2-e83d-4d6d-b9b4-c8ef88801272,01,LOT-0000,cpv,45331000,,
22be7dde-4ac6-4315-b87d-f19b7e9864cd,01,,cpv,71240000,,
22be7dde-4ac6-4315-b87d-f19b7e9864cd,01,LOT-0001,cpv,71240000,,
aa9e8b24-c04d-428d-bc89-8f1066e28c35,01,,cpv,55500000,"15894000,55520000,55523000",
aa9e8b24-c04d-428d-bc89-8f1066e28c35,01,LOT-0001,cpv,55500000,"15894000,55520000,55523000",
cef888de-af89-4526-849f-b65849ea460a,01,,cpv,48000000,,
cef888de-af89-4526-849f-b65849ea460a,01,LOT-0000,cpv,48000000,,
5dbbe2be-5c22-4c3b-8923-6a3e9f4aa280,01,,cpv,45261100,"45260000,45261210,45261300,45261320,45422000,45211100,45262700,45000000",
5dbbe2be-5c22-4c3b-8923-6a3e9f4aa280,01,LOT-0001,cpv,45261100,"45260000,45261210,45261300,45261320,45422000,45211100,45262700,45000000",
7d14c033-c833-4b40-8efc-e2ed271a3c3d,01,,cpv,45331000,,
7d14c033-c833-4b40-8efc-e2ed271a3c3d,01,LOT-0000,cpv,45331000,,
32bcd728-4e98-499d-a4e3-75f506ec038a,01,,cpv,79713000,,
32bcd728-4e98-499d-a4e3-75f506ec038a,01,LOT-0000,cpv,79713000,,
07c57189-4238-4bcf-987b-80763a6d7e23,01,,cpv,90911200,"90911000,90919200",
07c57189-4238-4bcf-987b-80763a6d7e23,01,LOT-0001,cpv,90911200,"90911000,90919200",
07c57189-4238-4bcf-987b-80763a6d7e23,01,LOT-0002,cpv,90910000,"90911000,90919200",
07c57189-4238-4bcf-987b-80763a6d7e23,01,LOT-0003,cpv,90911300,"90911000,90919200",
a3358992-2707-49b2-822c-dcf07304f3b0,01,,cpv,09123000,,
a3358992-2707-49b2-822c-dcf07304f3b0,01,LOT-0000,cpv,09123000,,
fb411cf6-4291-4ab1-9080-fb014f9a9c64,01,,cpv,45324000,,
fb411cf6-4291-4ab1-9080-fb014f9a9c64,01,LOT-0000,cpv,45324000,,
9d83ea1f-2e6a-4af3-9974-0b8a7823c726,01,,cpv,45331000,,
9d83ea1f-2e6a-4af3-9974-0b8a7823c726,01,LOT-0000,cpv,45331000,,
741f8574-9ba3-434b-bf87-42f565cdff51,01,,cpv,45262670,"45443000,45421100",
741f8574-9ba3-434b-bf87-42f565cdff51,01,LOT-0000,cpv,45262670,"45443000,45421100",
4d643fae-3e36-4698-9988-0d3e35879d8f,01,,cpv,45234100,,
4d643fae-3e36-4698-9988-0d3e35879d8f,01,LOT-0001,cpv,45234100,"45112500,45221112,45234116,45314300",
aecb6364-67b5-456f-ba2e-6dce58f64b21,01,,cpv,98392000,,
aecb6364-67b5-456f-ba2e-6dce58f64b21,01,LOT-0000,cpv,98392000,,
bcb96a9b-2bd2-46b3-b7a6-dbe4b1a6fd26,01,,cpv,90911200,,
bcb96a9b-2bd2-46b3-b7a6-dbe4b1a6fd26,01,LOT-0000,cpv,90911200,,
02251263-d5d8-4ccf-bb46-d4ef31ac41c5,01,,cpv,71240000,,
02251263-d5d8-4ccf-bb46-d4ef31ac41c5,01,LOT-0001,cpv,71240000,,
e72422bd-7b79-45d6-a647-dad18da6e4bc,01,,cpv,71327000,,
e72422bd-7b79-45d6-a647-dad18da6e4bc,01,LOT-0000,cpv,71327000,,
e5945add-25b2-4c37-ade8-426440996759,01,,cpv,90911200,,
e5945add-25b2-4c37-ade8-426440996759,01,LOT-0000,cpv,90911200,,
dc63569a-abdf-47f2-9210-616091d369de,01,,cpv,90470000,,
dc63569a-abdf-47f2-9210-616091d369de,01,LOT-0000,cpv,90470000,,
4b78a193-a1fc-423c-8a38-0694dfd95972,01,,cpv,72000000,,
4b78a193-a1fc-423c-8a38-0694dfd95972,01,LOT-0000,cpv,72000000,,
091398e0-7d25-4871-911c-9da98bd731fd,01,,cpv,80400000,,
091398e0-7d25-4871-911c-9da98bd731fd,01,LOT-0000,cpv,80400000,,
a137db0e-224a-4bd9-86d4-5bb3b3404d4e,01,,cpv,45331200,45214200,
a137db0e-224a-4bd9-86d4-5bb3b3404d4e,01,LOT-0000,cpv,45331200,45214200,
c2df0f6b-f6d4-4dc0-b3ad-25fa9a032e55,01,,cpv,71000000,,
c2df0f6b-f6d4-4dc0-b3ad-25fa9a032e55,01,LOT-0001,cpv,71000000,,
6b47bdf2-1f73-4935-ba14-aee6a80304a3,01,,cpv,71630000,"71900000,71600000,50711000",
6b47bdf2-1f73-4935-ba14-aee6a80304a3,01,LOT-0000,cpv,71630000,"71900000,71600000,50711000",
01a08f76-3858-4723-afdc-294aca37ffad,01,,cpv,71000000,"71200000,71221000,71223000,71300000,71310000,71313200,71314000,71314100,71314300,71315000,71315210,71318100,71320000,71321000,71321200,71321300,71321400,71327000,71317000",
01a08f76-3858-4723-afdc-294aca37ffad,01,LOT-0001,cpv,71000000,,
85c9a7bb-cf66-405a-93c9-50857968cd15,01,,cpv,45111100,,
85c9a7bb-cf66-405a-93c9-50857968cd15,01,LOT-0000,cpv,45111100,,
80225e23-4152-4fd6-abf9-b18067c9b448,01,,cpv,30199230,"30199710,30199711",
80225e23-4152-4fd6-abf9-b18067c9b448,01,LOT-0001,cpv,30199230,"30199710,30199711",
77b9119d-d72d-4bca-adc2-6341ef20117a,01,,cpv,45000000,45200000,
77b9119d-d72d-4bca-adc2-6341ef20117a,01,LOT-0000,cpv,45000000,45200000,
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,,cpv,90911000,90911300,
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,LOT-0001,cpv,90911000,90911300,
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,LOT-0002,cpv,90911000,90911300,
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,LOT-0003,cpv,90911000,90911300,
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,LOT-0004,cpv,90911000,90911300,
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,LOT-0005,cpv,90911000,90911300,
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,LOT-0006,cpv,90911000,90911300,
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,LOT-0007,cpv,90911000,90911300,
0a256d31-3992-4c28-af2a-af2e7c9d54a3,01,,cpv,75131000,,
0a256d31-3992-4c28-af2a-af2e7c9d54a3,01,LOT-0001,cpv,75131000,,
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,,cpv,30213000,,
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,LOT-0001,cpv,30213000,,
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,LOT-0002,cpv,30213000,,
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,LOT-0003,cpv,30213000,,
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,LOT-0004,cpv,30213000,,
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,LOT-0005,cpv,30213000,,
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,LOT-0006,cpv,30213000,,
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,LOT-0007,cpv,30213000,,
b37b8634-91f0-43a1-9a0b-524aae0ee02e,01,,cpv,71200000,,
b37b8634-91f0-43a1-9a0b-524aae0ee02e,01,LOT-0000,cpv,71200000,,
abadc72a-717a-45fc-9044-e7eb3dad334a,01,,cpv,45000000,"90911000,90911200,90910000",
abadc72a-717a-45fc-9044-e7eb3dad334a,01,LOT-0001,cpv,45000000,"90911000,90911200,90910000",
b01a3281-c302-440d-aa3a-0b3d7b665cea,01,,cpv,45262100,,
b01a3281-c302-440d-aa3a-0b3d7b665cea,01,LOT-0001,cpv,45262100,,
1799fd7d-d455-45ec-84b3-f267bdf5d0e2,01,,cpv,72212710,72212760,
1799fd7d-d455-45ec-84b3-f267bdf5d0e2,01,LOT-0001,cpv,72212710,72212760,
c9bdc192-58a1-4e7c-a260-cbdd646fd279,01,,cpv,48000000,72000000,
c9bdc192-58a1-4e7c-a260-cbdd646fd279,01,LOT-0000,cpv,48000000,72000000,
3b62235d-ca80-4e03-9c3e-297de871fe80,01,,cpv,45112710,"45112700,45212221,45236119,45236110,45000000",
3b62235d-ca80-4e03-9c3e-297de871fe80,01,LOT-0001,cpv,45112710,"45112700,45212221,45236119,45236110,45000000",
b502151c-0762-47f1-9b93-a51f389045d2,01,,cpv,72000000,,
b502151c-0762-47f1-9b93-a51f389045d2,01,LOT-0000,cpv,72000000,,
ff86e7dd-9047-4ad8-9ddb-106f4c18e10f,01,,cpv,90500000,,
ff86e7dd-9047-4ad8-9ddb-106f4c18e10f,01,LOT-0001,cpv,90500000,,
ff86e7dd-9047-4ad8-9ddb-106f4c18e10f,01,LOT-0002,cpv,90500000,,
3084e989-acb5-4689-8ebb-6bf0ad8e0903,01,,cpv,45421153,"45420000,45421000,45421131",
3084e989-acb5-4689-8ebb-6bf0ad8e0903,01,LOT-0001,cpv,45421153,"45420000,45421000,45421131",
68395e6d-ee88-4b84-b477-68e4396c6059,01,,cpv,45234116,,
68395e6d-ee88-4b84-b477-68e4396c6059,01,LOT-0001,cpv,45234116,,
162d0079-0ada-4d8b-b2a3-db5d889299a2,01,,cpv,79411100,79410000,
162d0079-0ada-4d8b-b2a3-db5d889299a2,01,LOT-0001,cpv,79411100,79410000,
b77e9652-6802-4103-a4e1-af42fab8cb9d,01,,cpv,71000000,,
b77e9652-6802-4103-a4e1-af42fab8cb9d,01,LOT-0000,,,,
430701f1-558e-4eee-a5d4-f58d6eeefab8,01,,cpv,44613700,,
430701f1-558e-4eee-a5d4-f58d6eeefab8,01,LOT-0001,cpv,44613700,,
52f6371b-39cc-4ec2-8721-e0b6e4e41699,01,,cpv,45112000,,
52f6371b-39cc-4ec2-8721-e0b6e4e41699,01,LOT-0001,cpv,45112000,,
03e2ee12-213d-4a93-9e86-fa369290166f,01,,cpv,45200000,45214000,
03e2ee12-213d-4a93-9e86-fa369290166f,01,LOT-0000,cpv,45200000,45214000,
07e2fa36-a8c8-4b6b-94d1-b5ec715848fc,01,,cpv,45262670,"45223210,45262410",
07e2fa36-a8c8-4b6b-94d1-b5ec715848fc,01,LOT-0000,cpv,45262670,"45223210,45262410",
5d1ac361-d019-4d42-902b-cbf8708a05bd,01,,cpv,90911200,,
5d1ac361-d019-4d42-902b-cbf8708a05bd,01,LOT-0001,cpv,90911200,,
5d1ac361-d019-4d42-902b-cbf8708a05bd,01,LOT-0002,cpv,90911300,,
5d1ac361-d019-4d42-902b-cbf8708a05bd,01,LOT-0003,cpv,90911200,,
5d1ac361-d019-4d42-902b-cbf8708a05bd,01,LOT-0004,cpv,90911300,,
dee2c291-4257-440e-99c7-cdfab455b60a,01,,cpv,90911200,90919000,
dee2c291-4257-440e-99c7-cdfab455b60a,01,LOT-0001,cpv,90919300,,
dee2c291-4257-440e-99c7-cdfab455b60a,01,LOT-0002,cpv,90919300,,
dee2c291-4257-440e-99c7-cdfab455b60a,01,LOT-0003,cpv,90919200,,
7a855c7f-8d65-411f-9126-6dcb4aec744d,01,,cpv,32422000,"48732000,32424000,48730000",
7a855c7f-8d65-411f-9126-6dcb4aec744d,01,LOT-0000,cpv,32422000,"48732000,32424000,48730000",
10b4365a-23af-4cbd-874f-5faa960c37e5,01,,cpv,45313100,,
10b4365a-23af-4cbd-874f-5faa960c37e5,01,LOT-0001,cpv,45313100,,
af9f35a0-65bc-4409-8b2d-339746ec18fa,01,,cpv,34139300,,
af9f35a0-65bc-4409-8b2d-339746ec18fa,01,LOT-0000,cpv,34139300,,
bdf2df03-ecca-4e4a-834a-8c169022bab7,01,,cpv,45311200,,
bdf2df03-ecca-4e4a-834a-8c169022bab7,01,LOT-0000,cpv,45311200,,
7005d76c-7d7c-4ac2-aad2-e48d7745a287,01,,cpv,45214000,"45210000,45223220,45223500",
7005d76c-7d7c-4ac2-aad2-e48d7745a287,01,LOT-0001,cpv,45214000,"45210000,45223220,45223500",
1c273480-662f-4557-999b-ee51263af361,01,,cpv,55523000,,
1c273480-662f-4557-999b-ee51263af361,01,LOT-0001,cpv,55523000,,
1c273480-662f-4557-999b-ee51263af361,01,LOT-0002,cpv,55523000,,
2446e1a7-8dc7-4593-b2d7-3260e7e86389,01,,cpv,72000000,,
2446e1a7-8dc7-4593-b2d7-3260e7e86389,01,LOT-0000,cpv,72000000,,
3de46702-3005-4272-9212-60a743a822bf,01,,cpv,34144210,31682530,
3de46702-3005-4272-9212-60a743a822bf,01,LOT-0001,cpv,34144210,31682530,
3de46702-3005-4272-9212-60a743a822bf,01,LOT-0002,cpv,34144210,31682530,
e5b06742-88fb-461f-b5a2-561a22b4947e,01,,cpv,71327000,,
e5b06742-88fb-461f-b5a2-561a22b4947e,01,LOT-0000,cpv,71327000,,
d46eb7c9-65b4-4319-ae4f-b64aad501fec,01,,cpv,71240000,,
d46eb7c9-65b4-4319-ae4f-b64aad501fec,01,LOT-0001,cpv,71240000,,
dfd696de-b38c-4233-9db9-86a8b768feb4,01,,cpv,38434500,38434560,
dfd696de-b38c-4233-9db9-86a8b768feb4,01,LOT-0000,cpv,38434500,38434560,
5e5c519f-e67b-43bd-aff3-fb2f08bf4814,01,,cpv,71000000,,
5e5c519f-e67b-43bd-aff3-fb2f08bf4814,01,LOT-0000,cpv,71000000,,
5a91aec9-aee6-4c00-809a-5ac8845a61ec,01,,cpv,45000000,45233124,
5a91aec9-aee6-4c00-809a-5ac8845a61ec,01,LOT-0000,cpv,45000000,45233124,
5d25dc37-cd12-454d-9a04-e023831a2f6b,01,,cpv,77211400,,
5d25dc37-cd12-454d-9a04-e023831a2f6b,01,LOT-0001,cpv,77211400,,
5d25dc37-cd12-454d-9a04-e023831a2f6b,01,LOT-0002,cpv,77211400,,
5d25dc37-cd12-454d-9a04-e023831a2f6b,01,LOT-0003,cpv,77211400,,
5d25dc37-cd12-454d-9a04-e023831a2f6b,01,LOT-0004,cpv,77211400,,
1b4499e0-c0e0-4052-976b-908f05d646fa,01,,cpv,03417000,,
1b4499e0-c0e0-4052-976b-908f05d646fa,01,LOT-0000,cpv,03417000,,
7844bb7e-551c-4b80-8e27-efa3b24aeb75,01,,cpv,71631000,77211500,
7844bb7e-551c-4b80-8e27-efa3b24aeb75,01,LOT-0001,cpv,77211500,,
7844bb7e-551c-4b80-8e27-efa3b24aeb75,01,LOT-0002,cpv,77211500,,
7844bb7e-551c-4b80-8e27-efa3b24aeb75,01,LOT-0003,cpv,71631000,,
d80782ed-7a0d-4d7b-9d1b-76c7cfbc136d,01,,cpv,45262521,,
d80782ed-7a0d-4d7b-9d1b-76c7cfbc136d,01,LOT-0001,cpv,45262521,,
2d885c65-7f8d-466b-ae79-a214d09abef4,01,,cpv,45441000,"45421100,45421130",
2d885c65-7f8d-466b-ae79-a214d09abef4,01,LOT-0000,cpv,45441000,"45421100,45421130",
f3a5f1e0-9f72-4179-90d4-bcbd0ab4b850,01,,cpv,71000000,,
f3a5f1e0-9f72-4179-90d4-bcbd0ab4b850,01,LOT-0000,cpv,71000000,,
e57a5e81-925c-4497-a287-25ade645b989,01,,cpv,71000000,,
e57a5e81-925c-4497-a287-25ade645b989,01,LOT-0000,cpv,71000000,,
ec4d8be1-1960-40c4-976d-87eb381e9f1e,01,,cpv,34926000,,
ec4d8be1-1960-40c4-976d-87eb381e9f1e,01,LOT-0000,cpv,34926000,,
506dd332-df90-4a82-a41a-7fd75b71a74a,01,,cpv,31127000,31682530,
506dd332-df90-4a82-a41a-7fd75b71a74a,01,LOT-0001,cpv,31127000,31682530,
6c6fd5da-2d81-4cd1-9b7a-4f9af163c766,01,,cpv,45311100,"45311200,45315600,45315700,45316110",
6c6fd5da-2d81-4cd1-9b7a-4f9af163c766,01,LOT-0000,cpv,45311100,"45311200,45315600,45315700,45316110",
b9edd57c-869d-46a1-9b2f-e4d784c599f8,01,,cpv,45113000,,
b9edd57c-869d-46a1-9b2f-e4d784c599f8,01,LOT-0000,cpv,45113000,,
2370d38a-4a55-40fd-880f-484ba02afa04,01,,cpv,71327000,,
2370d38a-4a55-40fd-880f-484ba02afa04,01,LOT-0000,cpv,71327000,,
cc0b1993-24c7-49b8-965b-2d87b7d6b61f,01,,cpv,18230000,18100000,
cc0b1993-24c7-49b8-965b-2d87b7d6b61f,01,LOT-0001,cpv,18113000,,
cc0b1993-24c7-49b8-965b-2d87b7d6b61f,01,LOT-0002,cpv,18113000,,
04ff402f-4285-41f8-8377-bac1364d2807,01,,cpv,90919300,"90911300,90911200",
04ff402f-4285-41f8-8377-bac1364d2807,01,LOT-0001,cpv,90919300,,
04ff402f-4285-41f8-8377-bac1364d2807,01,LOT-0002,cpv,90911300,,
d5be3ec2-f7c5-4017-bc4c-fae12b7f6ef7,01,,cpv,64110000,"64112000,64121100,64100000",
d5be3ec2-f7c5-4017-bc4c-fae12b7f6ef7,01,LOT-0001,cpv,64110000,64112000,
d5be3ec2-f7c5-4017-bc4c-fae12b7f6ef7,01,LOT-0002,cpv,64110000,64112000,
d5be3ec2-f7c5-4017-bc4c-fae12b7f6ef7,01,LOT-0003,cpv,64110000,64112000,
d5be3ec2-f7c5-4017-bc4c-fae12b7f6ef7,01,LOT-0004,cpv,64110000,64112000,
d5be3ec2-f7c5-4017-bc4c-fae12b7f6ef7,01,LOT-0005,cpv,64110000,"64100000,64112000,64121100",
ec979362-0650-4ab1-8069-b5eb25d72e28,01,,cpv,34940000,,
ec979362-0650-4ab1-8069-b5eb25d72e28,01,LOT-0000,cpv,34940000,,
9eac5c2d-a869-4f51-aa20-65d23c0c2d8d,01,,cpv,79611000,,
9eac5c2d-a869-4f51-aa20-65d23c0c2d8d,01,LOT-0000,cpv,79611000,,
7d420b5a-d751-4e71-8250-e817a7c35bc9,01,,cpv,45000000,"45323000,45422000,45422100",
7d420b5a-d751-4e71-8250-e817a7c35bc9,01,LOT-0001,cpv,45000000,"45323000,45422000,45422100",
de46f8cc-3e1b-45a8-a1fb-b0c56e7a468d,01,,cpv,38636100,,
de46f8cc-3e1b-45a8-a1fb-b0c56e7a468d,01,LOT-0000,cpv,38636100,,
0f40a536-3868-4c78-8710-e1a04df5dfdc,01,,cpv,45221112,,
0f40a536-3868-4c78-8710-e1a04df5dfdc,01,LOT-0001,cpv,45221112,,
