noticeIdentifier,noticeVersion,lotIdentifier,classificationType,mainClassificationCode,additionalClassificationCodes,options
7974c8fb-a1a8-4c8a-a703-742399e2eca0,01,LOT-0002,cpv,44613700,,
ed0a655f-db5b-484a-9441-0a84ea90eb6c,01,,cpv,45331100,,
ed0a655f-db5b-484a-9441-0a84ea90eb6c,01,LOT-0001,cpv,45331100,,
ed0a655f-db5b-484a-9441-0a84ea90eb6c,01,LOT-0002,cpv,45331100,,
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,,cpv,50000000,"50700000,50730000,50800000",
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,LOT-0001,cpv,50000000,,
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,LOT-0002,cpv,50000000,,
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,LOT-0003,cpv,50000000,,
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,LOT-0004,cpv,50410000,,
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,LOT-0005,cpv,50000000,,
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,LOT-0006,cpv,50000000,,
e4037a44-d382-4130-95c5-b24bacec472a,01,,cpv,45262300,,
e4037a44-d382-4130-95c5-b24bacec472a,01,LOT-0000,cpv,45262300,,
0991a754-c9fb-47f7-841c-63d3e0dbf409,01,,cpv,79620000,,
0991a754-c9fb-47f7-841c-63d3e0dbf409,01,LOT-0000,cpv,79620000,,
4c566805-3ed7-43b2-8ce1-71ad7da16729,01,,cpv,38434500,,
4c566805-3ed7-43b2-8ce1-71ad7da16729,01,LOT-0000,cpv,38434500,,
9064fef8-44a9-45f0-8afc-b6f1dc65cac4,01,,cpv,44610000,,
9064fef8-44a9-45f0-8afc-b6f1dc65cac4,01,LOT-0000,cpv,44610000,,
a5c274cd-00ec-4f70-9018-5d0604857d3f,01,,cpv,72411000,"72421000,72400000",
a5c274cd-00ec-4f70-9018-5d0604857d3f,01,LOT-0001,cpv,72400000,72411000,
a5c274cd-00ec-4f70-9018-5d0604857d3f,01,LOT-0002,cpv,72400000,72421000,
403a86dd-da15-41c7-934d-8cb2d71dfc0e,01,,cpv,79710000,,
403a86dd-da15-41c7-934d-8cb2d71dfc0e,01,LOT-0000,cpv,79710000,,
3f142d74-b342-4a09-8751-0e24d8730a44,01,,cpv,80000000,"80580000,80510000",
3f142d74-b342-4a09-8751-0e24d8730a44,01,LOT-0001,cpv,80000000,80580000,
3f142d74-b342-4a09-8751-0e24d8730a44,01,LOT-0002,cpv,80000000,80580000,
3f142d74-b342-4a09-8751-0e24d8730a44,01,LOT-0003,cpv,80000000,80580000,
3f142d74-b342-4a09-8751-0e24d8730a44,01,LOT-0004,cpv,80000000,80580000,
3f142d74-b342-4a09-8751-0e24d8730a44,01,LOT-0005,cpv,80000000,80580000,
3f142d74-b342-4a09-8751-0e24d8730a44,01,LOT-0006,cpv,80000000,80580000,
1ae6335f-2b2f-4554-abf4-993aa797aea1,01,,cpv,64214400,"64200000,64210000",
1ae6335f-2b2f-4554-abf4-993aa797aea1,01,LOT-0001,cpv,64214400,,
01a3c317-3099-4370-8c57-b8578c02eec7,01,,cpv,71321000,,
01a3c317-3099-4370-8c57-b8578c02eec7,01,LOT-0001,cpv,71321000,,
d5ddbef6-2140-4c2a-8864-c07abe57cb37,01,,cpv,45212212,,
d5ddbef6-2140-4c2a-8864-c07abe57cb37,01,LOT-0001,cpv,45212212,,
d5ddbef6-2140-4c2a-8864-c07abe57cb37,01,LOT-0002,cpv,45212212,,
e4e39e7b-6fec-4f52-b6a0-57445932f388,01,,cpv,34100000,"34144000,34144700",
e4e39e7b-6fec-4f52-b6a0-57445932f388,01,LOT-0001,cpv,34100000,"34144000,34144700",
e4e39e7b-6fec-4f52-b6a0-57445932f388,01,LOT-0002,cpv,34100000,"34144000,34144700",
e4e39e7b-6fec-4f52-b6a0-57445932f388,01,LOT-0003,cpv,34100000,"34144000,34144700",
531ef96a-411b-4e8d-9e60-ba326a97f149,01,,cpv,45231113,,
531ef96a-411b-4e8d-9e60-ba326a97f149,01,LOT-0000,cpv,45231113,,
d3432434-d211-4b5e-a23f-82df491ed7e6,01,,cpv,39160000,,
d3432434-d211-4b5e-a23f-82df491ed7e6,01,LOT-0000,cpv,39160000,,
a3beabad-c6af-4c42-804c-bbcc86f3b382,01,,cpv,45000000,,
a3beabad-c6af-4c42-804c-bbcc86f3b382,01,LOT-0001,cpv,45000000,,
b24c4956-df4a-4280-851f-1a21bc105482,01,,cpv,31730000,"45311200,45314000,32400000,45314310",
b24c4956-df4a-4280-851f-1a21bc105482,01,LOT-0001,cpv,31730000,"45311200,45314000,32400000,45314310",
5024b561-9182-4174-8d54-bee71dd951b7,01,,cpv,71000000,,
5024b561-9182-4174-8d54-bee71dd951b7,01,LOT-0001,cpv,71000000,,
21d51fc0-d44e-49b6-994b-e6a9ecc383cd,01,,cpv,71000000,"71240000,71300000",
21d51fc0-d44e-49b6-994b-e6a9ecc383cd,01,LOT-0001,cpv,71000000,"71240000,71300000",
df00f846-986d-43e7-ad47-14eaf79dc6fc,01,,cpv,71327000,,
df00f846-986d-43e7-ad47-14eaf79dc6fc,01,LOT-0001,cpv,71327000,,
79c1dce7-77d6-41e7-9836-2f9005e66ae3,01,,cpv,45113000,"45223220,45000000",
79c1dce7-77d6-41e7-9836-2f9005e66ae3,01,LOT-0001,cpv,45113000,,
79c1dce7-77d6-41e7-9836-2f9005e66ae3,01,LOT-0002,cpv,45223220,,
79c1dce7-77d6-41e7-9836-2f9005e66ae3,01,LOT-0003,cpv,45000000,,
9019b0c5-b6a7-40dc-9662-3f3615c31234,01,,cpv,77200000,"03400000,03410000,03440000,77210000,77211000",
9019b0c5-b6a7-40dc-9662-3f3615c31234,01,LOT-0001,cpv,77200000,"03400000,03410000,03440000,77210000,77211000",
9019b0c5-b6a7-40dc-9662-3f3615c31234,01,LOT-0002,cpv,77200000,"03400000,03410000,03440000,77210000,77211000",
9019b0c5-b6a7-40dc-9662-3f3615c31234,01,LOT-0003,cpv,77200000,"03400000,03410000,03440000,77210000,77211000",
eb0d1ca3-431e-4780-896b-0e67b20290a0,01,,cpv,71300000,,
eb0d1ca3-431e-4780-896b-0e67b20290a0,01,LOT-0001,cpv,71300000,,
f3dbf992-f72d-453e-91fa-e4875a88efd7,01,,cpv,90620000,90000000,
f3dbf992-f72d-453e-91fa-e4875a88efd7,01,LOT-0001,cpv,90620000,90000000,
697d148e-d366-4d4c-a115-5476bbf2f0ac,01,,cpv,45331200,42512300,
697d148e-d366-4d4c-a115-5476bbf2f0ac,01,LOT-0001,cpv,45331200,,
28dac269-fd17-419e-afc3-18b5e18ac138,01,,cpv,51100000,,
28dac269-fd17-419e-afc3-18b5e18ac138,01,LOT-0001,cpv,51100000,,
e3ca66ee-8c29-4425-ae6d-250aeb67f87a,01,,cpv,64112000,"64121100,60160000",
e3ca66ee-8c29-4425-ae6d-250aeb67f87a,01,LOT-0001,cpv,64112000,"64121100,60160000",
50e20b67-265d-4b6d-a1cc-a2c8cab29bd0,01,,cpv,45113000,,
50e20b67-265d-4b6d-a1cc-a2c8cab29bd0,01,LOT-0001,cpv,45113000,,
19472414-7e91-4b88-ac14-f8a29741a6f5,01,,cpv,45234100,,
19472414-7e91-4b88-ac14-f8a29741a6f5,01,LOT-0001,cpv,45234100,,
8d9ec30c-94f5-42b1-8ed0-44602bf43431,01,,cpv,90900000,"39532000,39530000",
8d9ec30c-94f5-42b1-8ed0-44602bf43431,01,LOT-0001,cpv,90900000,"39532000,39530000",
c2602d20-d12b-49c1-97bb-ab127e523c19,01,,cpv,90900000,"39532000,39530000",
c2602d20-d12b-49c1-97bb-ab127e523c19,01,LOT-0001,cpv,90900000,"39532000,39530000",
c804d707-ce16-4d9e-a0ff-1fc1acf61105,01,,cpv,71327000,,
c804d707-ce16-4d9e-a0ff-1fc1acf61105,01,LOT-0001,cpv,71327000,,
b49f51c2-db9f-42aa-ba47-8275f2b947ab,01,,cpv,71200000,"71240000,71320000,71322000",
b49f51c2-db9f-42aa-ba47-8275f2b947ab,01,LOT-0000,cpv,71200000,"71240000,71320000,71322000",
1077025c-9104-45b0-8184-c7b1e3d129a7,01,,cpv,45214210,"45112000,45232411,45262400,45113000,45262300,45232452,45112500,45262520,45410000,45223220,45262310,45262311,45111100",
1077025c-9104-45b0-8184-c7b1e3d129a7,01,LOT-0000,cpv,45214210,"45432200,45111100,45112000,45232411,45262400,45113000,45262300,45262311,45232452,45112500,45262520,45410000,45223220,45262310",
499397aa-ef0e-4e1b-abc0-fc43d36f22b4,01,,cpv,71000000,"71322500,71222000",
499397aa-ef0e-4e1b-abc0-fc43d36f22b4,01,LOT-0000,cpv,71000000,"71322500,71222000",
7b8f6aaa-7500-4a2b-8907-776408f3a189,01,,cpv,33115000,,
7b8f6aaa-7500-4a2b-8907-776408f3a189,01,LOT-0001,cpv,33115000,,
ff280699-9dcb-44bd-9cc0-5be2fb8bc31d,01,,cpv,71000000,,
ff280699-9dcb-44bd-9cc0-5be2fb8bc31d,01,LOT-0001,cpv,71000000,,
63841dbe-939a-4d6b-a36e-3bb9f4a67060,01,,cpv,75000000,75000000,
63841dbe-939a-4d6b-a36e-3bb9f4a67060,01,LOT-0000,cpv,75000000,75000000,
f0460a11-fd44-40db-82c9-78fb4582a636,01,,cpv,71000000,"71200000,71327000,71321000,71222000",
f0460a11-fd44-40db-82c9-78fb4582a636,01,LOT-0001,cpv,71000000,"71200000,71327000,71321000,71222000",
53e57289-7224-4e7c-b80e-e70c3eafd7ec,01,,cpv,90000000,,
53e57289-7224-4e7c-b80e-e70c3eafd7ec,01,LOT-0000,cpv,90000000,,
36bf9a8d-d13a-42dc-92b3-0e5e314a39a6,01,,cpv,79710000,"79713000,79715000",
36bf9a8d-d13a-42dc-92b3-0e5e314a39a6,01,LOT-0001,cpv,79710000,"79713000,79715000",
36bf9a8d-d13a-42dc-92b3-0e5e314a39a6,01,LOT-0002,cpv,79710000,"79713000,79715000",
36bf9a8d-d13a-42dc-92b3-0e5e314a39a6,01,LOT-0003,cpv,79710000,"79713000,79715000",
03ddf5d7-0650-411f-a1ac-d0fca9374811,01,,cpv,45000000,"45210000,71240000,71300000,71221000,45215100,45213312,45216110",
03ddf5d7-0650-411f-a1ac-d0fca9374811,01,LOT-0001,cpv,45000000,"45210000,71240000,71300000,71221000,45215100,45213312,45216110",
93fe2072-3b93-4cfb-a11e-5e9a8297a9ee,01,,cpv,80400000,,
93fe2072-3b93-4cfb-a11e-5e9a8297a9ee,01,LOT-0001,cpv,80400000,,
93fe2072-3b93-4cfb-a11e-5e9a8297a9ee,01,LOT-0002,cpv,80400000,,
93fe2072-3b93-4cfb-a11e-5e9a8297a9ee,01,LOT-0003,cpv,80400000,,
93fe2072-3b93-4cfb-a11e-5e9a8297a9ee,01,LOT-0004,cpv,80400000,,
93fe2072-3b93-4cfb-a11e-5e9a8297a9ee,01,LOT-0005,cpv,80400000,,
80b2687f-449b-49f2-b1e5-b2b8d7ea7196,01,,cpv,39150000,"39151100,39151200,39160000,39173000",
80b2687f-449b-49f2-b1e5-b2b8d7ea7196,01,LOT-0001,cpv,39150000,,
87865198-cdf9-4dd6-bd2d-f1e92723c465,01,,cpv,45234116,"34944000,45213300,45230000,45234113,45234160",
87865198-cdf9-4dd6-bd2d-f1e92723c465,01,LOT-0001,cpv,45234116,"34944000,45213300,45230000,45234113,45234160,45221100",
22ada15a-2249-4bd4-a671-8e8897670f68,01,,cpv,45234116,"34944000,45213300,45230000,45234113,45234160",
22ada15a-2249-4bd4-a671-8e8897670f68,01,LOT-0001,cpv,45234116,"34944000,45213300,45230000,45234113,45234160,45221100",
bd7642d8-4463-4602-8602-19e6282d684c,01,,cpv,45315000,,
bd7642d8-4463-4602-8602-19e6282d684c,01,LOT-0001,cpv,45315000,,
0010ea9b-1249-49d6-afe2-6a10ac0d7b74,01,,cpv,34992200,,
0010ea9b-1249-49d6-afe2-6a10ac0d7b74,01,LOT-0000,cpv,34992200,,
39e93420-e42a-4bb1-98d8-82065ded5ff7,01,,cpv,75000000,,
39e93420-e42a-4bb1-98d8-82065ded5ff7,01,LOT-0000,cpv,75000000,,
c7672e7d-503f-42ee-acc7-5406d8fa8918,01,,cpv,75000000,,
c7672e7d-503f-42ee-acc7-5406d8fa8918,01,LOT-0000,cpv,75000000,,
caa45dc9-fc51-462d-bba4-d63ab3b28536,01,,cpv,75000000,,
caa45dc9-fc51-462d-bba4-d63ab3b28536,01,LOT-0000,cpv,75000000,,
1dea86c8-4d21-4e3f-99ef-0c7b9affc2f3,01,,cpv,45112000,,
1dea86c8-4d21-4e3f-99ef-0c7b9affc2f3,01,LOT-0001,cpv,45112000,,
6e40078a-968e-4451-a6f9-0066cfea02be,01,,cpv,45310000,45311200,
6e40078a-968e-4451-a6f9-0066cfea02be,01,LOT-0001,cpv,45310000,,
d0413b88-e4ff-4670-80a4-bd8c90178d61,01,,cpv,45112700,,
d0413b88-e4ff-4670-80a4-bd8c90178d61,01,LOT-0001,cpv,45112700,,
01a09f71-aedb-42a9-a01c-dcf8f6e6d57f,01,,cpv,90400000,"90410000,90430000,90480000",
01a09f71-aedb-42a9-a01c-dcf8f6e6d57f,01,LOT-0001,cpv,90400000,"90410000,90430000,90480000",
36bd70d5-a3c2-46af-b6ad-fb9365b5cdc0,01,,cpv,75000000,,
36bd70d5-a3c2-46af-b6ad-fb9365b5cdc0,01,LOT-0000,cpv,75000000,,
fa3b2024-c9bd-45dc-89a1-59df6965bc46,01,,cpv,71000000,,
fa3b2024-c9bd-45dc-89a1-59df6965bc46,01,LOT-0001,cpv,71000000,,
a1922220-370b-4b20-9468-db1dcc39e4e2,01,,cpv,45421143,"39515410,39515430",
a1922220-370b-4b20-9468-db1dcc39e4e2,01,LOT-0001,cpv,45421143,"39515410,39515430",
d8a37cbb-1fd9-4cdc-be92-43d9784ee74e,01,,cpv,45000000,45331000,
d8a37cbb-1fd9-4cdc-be92-43d9784ee74e,01,LOT-0001,cpv,45000000,45331000,
ddda550b-8e79-492f-8c1c-1f8558261896,01,,cpv,90911000,"90919300,90911200,90911300",
ddda550b-8e79-492f-8c1c-1f8558261896,01,LOT-0001,cpv,90919300,,
ddda550b-8e79-492f-8c1c-1f8558261896,01,LOT-0002,cpv,90919300,,
ddda550b-8e79-492f-8c1c-1f8558261896,01,LOT-0003,cpv,90911300,,
ab1a2196-3b3e-400c-88a6-8b410e918be1,01,,cpv,45261410,,
ab1a2196-3b3e-400c-88a6-8b410e918be1,01,LOT-0001,cpv,45261410,,
d9f6395a-527b-49cd-a0ec-bf43a062cdf0,01,,cpv,45420000,,
d9f6395a-527b-49cd-a0ec-bf43a062cdf0,01,LOT-0001,cpv,45420000,,
89cb5b35-440d-4641-86a9-c4d96eb3adc6,01,,cpv,71320000,,
89cb5b35-440d-4641-86a9-c4d96eb3adc6,01,LOT-0000,,,,
9ae1067f-71f7-4ef3-874e-52d6c4dcad8c,01,,cpv,35400000,,
9ae1067f-71f7-4ef3-874e-52d6c4dcad8c,01,LOT-0001,cpv,35400000,,
9ae1067f-71f7-4ef3-874e-52d6c4dcad8c,01,LOT-0002,cpv,35400000,,
2a65f837-7dff-4d67-8571-a798cef1350f,01,,cpv,50600000,"50000000,50630000",
2a65f837-7dff-4d67-8571-a798cef1350f,01,LOT-0001,cpv,50600000,"50000000,50630000",
2a65f837-7dff-4d67-8571-a798cef1350f,01,LOT-0002,cpv,50600000,"50000000,50630000",
41d7ac31-f585-4156-af42-5415f9f2b774,01,,cpv,45420000,,
41d7ac31-f585-4156-af42-5415f9f2b774,01,LOT-0000,cpv,45420000,,
1d7eb9ce-d42c-41f0-a4f3-1cc0c4d87e20,01,,cpv,45262670,"45441000,45212190",
1d7eb9ce-d42c-41f0-a4f3-1cc0c4d87e20,01,LOT-0000,cpv,45262670,"45441000,45212190",
6b20f242-021d-4a08-8e14-0fc9b29a4e17,01,,cpv,45432130,,
6b20f242-021d-4a08-8e14-0fc9b29a4e17,01,LOT-0000,cpv,45432130,,
947fc897-edd4-43ea-b443-63e8d47a9149,01,,cpv,90911200,,
947fc897-edd4-43ea-b443-63e8d47a9149,01,LOT-0001,cpv,90911200,,
947fc897-edd4-43ea-b443-63e8d47a9149,01,LOT-0002,cpv,90911200,,
f25e66fd-bd2e-4aea-b339-b37895bbf089,01,,cpv,09131000,,
f25e66fd-bd2e-4aea-b339-b37895bbf089,01,LOT-0001,cpv,09131000,,
d44abc03-50f0-4083-aab5-466efac05753,01,,cpv,71327000,,
d44abc03-50f0-4083-aab5-466efac05753,01,LOT-0000,cpv,71327000,,
ed4e3ad6-5358-410f-8b45-9cbba1f7afef,01,,cpv,33100000,"33000000,33140000",
ed4e3ad6-5358-410f-8b45-9cbba1f7afef,01,LOT-0001,cpv,33100000,33000000,
ed4e3ad6-5358-410f-8b45-9cbba1f7afef,01,LOT-0002,cpv,33100000,33000000,
ed4e3ad6-5358-410f-8b45-9cbba1f7afef,01,LOT-0003,cpv,33100000,33000000,
ed4e3ad6-5358-410f-8b45-9cbba1f7afef,01,LOT-0004,cpv,33100000,33140000,
40c92953-19e6-4dd6-beac-39c302fd25cc,01,,cpv,72263000,72260000,
40c92953-19e6-4dd6-beac-39c302fd25cc,01,LOT-0000,,,,
49d4a12a-7b77-437a-a031-1d1260b427a4,01,,cpv,09310000,,
49d4a12a-7b77-437a-a031-1d1260b427a4,01,LOT-0001,cpv,09310000,,
afeff892-c330-4fb8-973c-6b65d1d3c1c1,01,,cpv,45000000,,
afeff892-c330-4fb8-973c-6b65d1d3c1c1,01,LOT-0001,cpv,45000000,,
49272a08-0469-437d-bf1f-ba641417f443,01,,cpv,90420000,,
49272a08-0469-437d-bf1f-ba641417f443,01,LOT-0000,cpv,90420000,,
01a0a3e8-422f-4756-96c5-d2a2a05e53bf,01,,cpv,71000000,,
01a0a3e8-422f-4756-96c5-d2a2a05e53bf,01,LOT-0001,cpv,71000000,,
76042013-ac39-4932-9f1a-4656a0011b6b,01,,cpv,45234100,"45220000,45221000,45234115,45236000,71240000,79710000",
76042013-ac39-4932-9f1a-4656a0011b6b,01,PAR-0001,cpv,45234100,"45220000,45221000,45234115,45236000,71240000,79710000",
a9f62a24-31b1-425a-b9aa-ca085ced8bf4,01,,cpv,85312510,,
a9f62a24-31b1-425a-b9aa-ca085ced8bf4,01,LOT-0000,cpv,85312510,,
20176d84-f18c-4068-b17c-d013cf0cfe0f,01,,cpv,42994200,,
20176d84-f18c-4068-b17c-d013cf0cfe0f,01,LOT-0000,cpv,42994200,,
eeb9ef5a-0b01-43d5-8496-53b81772b15d,01,,cpv,90911000,"90910000,90911200,90911300",
eeb9ef5a-0b01-43d5-8496-53b81772b15d,01,LOT-0001,cpv,90900000,"90910000,90911200,90911000",
eeb9ef5a-0b01-43d5-8496-53b81772b15d,01,LOT-0002,cpv,90900000,"90910000,90911000,90911300",
e4f3839a-4932-42c0-9b85-f1745d43c9c6,01,,cpv,35821000,35821000,
e4f3839a-4932-42c0-9b85-f1745d43c9c6,01,LOT-0000,cpv,35821000,35821000,
a040d776-b7d8-40d6-81c9-b50e1aa6daeb,01,,cpv,45311100,45311200,
a040d776-b7d8-40d6-81c9-b50e1aa6daeb,01,LOT-0001,cpv,45311100,45311200,
9ad7cb70-56ac-4e93-ad85-e249a639d263,01,,cpv,45314000,,
9ad7cb70-56ac-4e93-ad85-e249a639d263,01,LOT-0000,cpv,45314000,,
f1c9a3f9-c8d4-42b4-9e98-1838d72567e0,01,,cpv,45262670,"45421100,45421131",
f1c9a3f9-c8d4-42b4-9e98-1838d72567e0,01,LOT-0001,cpv,45262670,"45421100,45421131",
2a892d69-436e-4ab9-b235-22191b2a0817,01,,cpv,45422100,,
2a892d69-436e-4ab9-b235-22191b2a0817,01,LOT-0001,cpv,45422100,,
0a1d2ce8-8ee7-4d56-a411-9ddfdfcad7f9,01,,cpv,45311000,,
0a1d2ce8-8ee7-4d56-a411-9ddfdfcad7f9,01,LOT-0000,cpv,45311000,,
a98df0ee-02df-4926-a699-f0264bc70ae4,01,,cpv,45262670,,
a98df0ee-02df-4926-a699-f0264bc70ae4,01,LOT-0000,cpv,45262670,,
2c665769-7e2e-4628-991e-28dcf9c3821a,01,,cpv,45431000,"45430000,45400000,45000000",
2c665769-7e2e-4628-991e-28dcf9c3821a,01,LOT-0000,cpv,45431000,"45430000,45400000,45000000",
1ccd2bd7-0f11-41f1-899f-4de6866a4092,01,,cpv,30121100,,
1ccd2bd7-0f11-41f1-899f-4de6866a4092,01,LOT-0000,cpv,30121200,,
a9485f5f-9d7f-4d89-b14e-948fc88864b9,01,,cpv,45234100,,
a9485f5f-9d7f-4d89-b14e-948fc88864b9,01,LOT-0001,cpv,45234100,,
38cb1b71-db55-447b-9dcf-7928fa9b9652,01,,cpv,44330000,,
38cb1b71-db55-447b-9dcf-7928fa9b9652,01,LOT-0001,cpv,44330000,,
38cb1b71-db55-447b-9dcf-7928fa9b9652,01,LOT-0002,cpv,44330000,,
38cb1b71-db55-447b-9dcf-7928fa9b9652,01,LOT-0003,cpv,44330000,,
4c995852-f3a4-4bec-b31c-16ee0f73a0e2,01,,cpv,80000000,"85310000,85320000",
4c995852-f3a4-4bec-b31c-16ee0f73a0e2,01,LOT-0001,cpv,80000000,"85310000,85320000",
68ed286a-7dcd-4fa8-8fe1-cef357b78bb9,01,,cpv,34114400,"34115200,34121000",
68ed286a-7dcd-4fa8-8fe1-cef357b78bb9,01,LOT-0001,cpv,34114400,"34115200,34121000",
68ed286a-7dcd-4fa8-8fe1-cef357b78bb9,01,LOT-0002,cpv,34114400,"34115200,34121000",
68ed286a-7dcd-4fa8-8fe1-cef357b78bb9,01,LOT-0003,cpv,34114400,"34115200,34121000",
68ed286a-7dcd-4fa8-8fe1-cef357b78bb9,01,LOT-0004,cpv,34114400,"34115200,34121000",
d67d21b0-4b54-4ba6-96e2-3b6b23819299,01,,cpv,45421100,"45421132,45421131",
d67d21b0-4b54-4ba6-96e2-3b6b23819299,01,LOT-0001,cpv,45421100,"45421132,45421131",
1b85bfe4-fb5b-49bb-84de-474fa2eb9ef5,01,,cpv,45312310,,
1b85bfe4-fb5b-49bb-84de-474fa2eb9ef5,01,LOT-0001,cpv,45312310,,
adbbb2a3-a548-485c-b584-b649f0cff1b3,01,,cpv,45000000,,
adbbb2a3-a548-485c-b584-b649f0cff1b3,01,LOT-0000,cpv,45000000,,
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,,cpv,60130000,,
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0001,cpv,60130000,,
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0002,cpv,60130000,,
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0003,cpv,60130000,,
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0004,cpv,60130000,,
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0005,cpv,60130000,,
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0006,cpv,60130000,,
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0007,cpv,60130000,,
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0008,cpv,60130000,,
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0009,cpv,60130000,,
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0010,cpv,60130000,,
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0011,cpv,60130000,,
071a393b-8c2d-42cd-9d57-551d42b58813,01,,cpv,30144200,48100000,
071a393b-8c2d-42cd-9d57-551d42b58813,01,LOT-0000,cpv,30144200,48100000,
bba1b515-3a6b-4be6-9618-db66267d5f72,01,,cpv,33168000,,
bba1b515-3a6b-4be6-9618-db66267d5f72,01,LOT-0000,cpv,33168000,,
2063f8a7-8d9a-4395-9834-8ab5d4a62d1d,01,,cpv,71300000,,
2063f8a7-8d9a-4395-9834-8ab5d4a62d1d,01,LOT-0000,cpv,71300000,,
5d6248d2-bbeb-4359-8df1-2c2b5dfe2de7,01,,cpv,45331200,,
5d6248d2-bbeb-4359-8df1-2c2b5dfe2de7,01,LOT-0000,cpv,45331200,,
f1f7f1b8-2e26-45ae-bb75-30766d4f2c89,01,,cpv,45000000,,
f1f7f1b8-2e26-45ae-bb75-30766d4f2c89,01,LOT-0000,cpv,45000000,,
f964782e-bf72-4c36-bf5f-035b9b1ed8f3,01,,cpv,45223220,,
f964782e-bf72-4c36-bf5f-035b9b1ed8f3,01,LOT-0000,cpv,45223220,,
c937ed17-050d-4d82-a8c8-4c8f5e7b1f9e,01,,cpv,45332400,"45333000,45332200,45332300",
c937ed17-050d-4d82-a8c8-4c8f5e7b1f9e,01,LOT-0001,cpv,45332000,,
c937ed17-050d-4d82-a8c8-4c8f5e7b1f9e,01,LOT-0002,cpv,45332000,,
37b9ca59-76f8-4f86-95c3-350b3f85e457,01,,cpv,79211200,,
37b9ca59-76f8-4f86-95c3-350b3f85e457,01,LOT-0001,cpv,79211200,,
0b0cee46-7028-48a3-ab93-706252419a34,01,,cpv,09310000,,
0b0cee46-7028-48a3-ab93-706252419a34,01,LOT-0001,cpv,09310000,,
abae6b4a-5a2e-4a62-a6e8-61a0d99ac0f0,01,,cpv,45342000,"45112700,45421148,45262670,45112400,45262210,45260000",
abae6b4a-5a2e-4a62-a6e8-61a0d99ac0f0,01,LOT-0000,cpv,45342000,"45112700,45421148,45262670,45112400,45262210,45260000",
eb6cb358-277f-463a-a7b6-10419bb6b2b5,01,,cpv,45210000,,
eb6cb358-277f-463a-a7b6-10419bb6b2b5,01,LOT-0001,cpv,45210000,,
ba79a82e-ba20-40d5-a701-698daf07eeb9,01,,cpv,42611000,,
ba79a82e-ba20-40d5-a701-698daf07eeb9,01,LOT-0000,cpv,42611000,,
892cd313-409d-4d28-89fb-e9c5c15b141b,01,,cpv,45410000,"45321000,45442110",
892cd313-409d-4d28-89fb-e9c5c15b141b,01,LOT-0000,cpv,45410000,45321000,
e4219d9f-af23-4f38-8d05-842a51bb2395,01,,cpv,45113000,,
e4219d9f-af23-4f38-8d05-842a51bb2395,01,LOT-0000,cpv,45113000,,
358aa36b-0b4d-406d-b3f0-3823146a9ea6,01,,cpv,45331210,"45331200,42520000",
358aa36b-0b4d-406d-b3f0-3823146a9ea6,01,LOT-0001,cpv,45331210,"45331200,42520000",
81ef8785-328d-45a5-aa26-05b430f1424f,01,,cpv,79992000,,
81ef8785-328d-45a5-aa26-05b430f1424f,01,LOT-0000,cpv,79992000,,
005970e4-fa83-4d72-b88d-6b8acfe47c4a,01,,cpv,45000000,,
005970e4-fa83-4d72-b88d-6b8acfe47c4a,01,LOT-0000,cpv,45000000,,
7cba3224-ed9b-4557-912a-b89e03238035,01,,cpv,09310000,,
7cba3224-ed9b-4557-912a-b89e03238035,01,LOT-0001,cpv,09310000,,
7cba3224-ed9b-4557-912a-b89e03238035,01,LOT-0002,cpv,09310000,,
eccaf8a7-61f2-4d8b-b5b5-46950178c568,01,,cpv,90911200,,
eccaf8a7-61f2-4d8b-b5b5-46950178c568,01,LOT-0000,cpv,90911200,,
ead3b499-cf64-4888-823d-7737ad787045,01,,cpv,45000000,,
ead3b499-cf64-4888-823d-7737ad787045,01,LOT-0000,cpv,45000000,,
40a54a1a-4422-4c9b-b817-9b085061ad44,01,,cpv,79713000,,
40a54a1a-4422-4c9b-b817-9b085061ad44,01,LOT-0000,cpv,79713000,,
9b92da70-5f05-4da6-8f36-63c00ccc4bfd,01,,cpv,55500000,"15894000,55520000,55523000",
