noticeIdentifier,noticeVersion,procedureLotResultNumber,receivedSubmissionsCount,receivedSubmissionsType
af5ff21e-3c05-4f2c-bd6d-2946bfe9f899,01,0,5,tenders
af5ff21e-3c05-4f2c-bd6d-2946bfe9f899,01,0,5,t-esubm
af5ff21e-3c05-4f2c-bd6d-2946bfe9f899,01,0,4,t-sme
af5ff21e-3c05-4f2c-bd6d-2946bfe9f899,01,0,0,t-oth-eea
f02e7748-2050-4ac4-a922-cb0f4439e986,01,0,20,tenders
f02e7748-2050-4ac4-a922-cb0f4439e986,01,0,20,t-esubm
f02e7748-2050-4ac4-a922-cb0f4439e986,01,0,17,t-sme
aa0363f1-766e-40ce-956c-9969d649029b,01,0,4,
aa0363f1-766e-40ce-956c-9969d649029b,01,0,0,
aa0363f1-766e-40ce-956c-9969d649029b,01,0,3,
aa0363f1-766e-40ce-956c-9969d649029b,01,0,2,
01a0a386-93b5-4920-903f-b03532554f28,01,0,7,tenders
01a0a386-93b5-4920-903f-b03532554f28,01,1,6,tenders
01a0a386-93b5-4920-903f-b03532554f28,01,2,7,tenders
01a0a386-93b5-4920-903f-b03532554f28,01,3,8,tenders
01a0a386-93b5-4920-903f-b03532554f28,01,4,4,tenders
01a0a386-93b5-4920-903f-b03532554f28,01,5,5,tenders
0438fc4d-f4e0-43f1-8124-783654473a06,01,0,1,
4f3f43c4-b21a-4fe6-b95f-a02bcfaec978,01,0,3,t-esubm
f142e565-038d-4c70-b79f-92083cfea0c8,01,0,3,t-esubm
0e4c6765-b27b-4e7e-9cb1-a4cb71f87e03,01,0,4,t-esubm
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,0,6,tenders
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,0,6,t-esubm
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,0,6,t-sme
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,0,0,t-oth-eea
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,0,0,t-no-eea
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,1,4,tenders
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,1,4,t-esubm
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,1,4,t-sme
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,1,0,t-oth-eea
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,1,0,t-no-eea
9f47389f-4ff8-4452-bb85-29dc3fdbcacb,01,0,2,tenders
9f47389f-4ff8-4452-bb85-29dc3fdbcacb,01,0,2,t-esubm
9f47389f-4ff8-4452-bb85-29dc3fdbcacb,01,0,1,t-sme
975ec467-e4c0-41ee-93e8-9e85b58e3304,01,0,11,tenders
975ec467-e4c0-41ee-93e8-9e85b58e3304,01,0,11,t-esubm
975ec467-e4c0-41ee-93e8-9e85b58e3304,01,0,3,t-sme
75b1656a-978d-42f1-bea4-282faba63fb7,01,0,9,tenders
75b1656a-978d-42f1-bea4-282faba63fb7,01,0,9,t-esubm
75b1656a-978d-42f1-bea4-282faba63fb7,01,0,7,t-sme
75b1656a-978d-42f1-bea4-282faba63fb7,01,0,0,t-oth-eea
411eac10-5d12-40fb-a4d9-edbad677041b,01,0,1,
411eac10-5d12-40fb-a4d9-edbad677041b,01,0,0,
411eac10-5d12-40fb-a4d9-edbad677041b,01,1,4,
411eac10-5d12-40fb-a4d9-edbad677041b,01,1,0,
411eac10-5d12-40fb-a4d9-edbad677041b,01,1,2,
411eac10-5d12-40fb-a4d9-edbad677041b,01,2,1,
411eac10-5d12-40fb-a4d9-edbad677041b,01,2,0,
411eac10-5d12-40fb-a4d9-edbad677041b,01,3,3,
411eac10-5d12-40fb-a4d9-edbad677041b,01,3,0,
15fde072-07e6-480b-9309-bd9ffe950305,01,0,14,tenders
15fde072-07e6-480b-9309-bd9ffe950305,01,0,8,t-sme
15fde072-07e6-480b-9309-bd9ffe950305,01,0,0,t-oth-eea
15fde072-07e6-480b-9309-bd9ffe950305,01,0,0,t-no-eea
15fde072-07e6-480b-9309-bd9ffe950305,01,0,14,t-esubm
60e43b0a-8dfb-449e-b498-b09682344d0f,01,0,1,tenders
60e43b0a-8dfb-449e-b498-b09682344d0f,01,0,0,t-sme
60e43b0a-8dfb-449e-b498-b09682344d0f,01,0,0,t-oth-eea
60e43b0a-8dfb-449e-b498-b09682344d0f,01,0,0,t-no-eea
60e43b0a-8dfb-449e-b498-b09682344d0f,01,0,0,t-esubm
2fbce19e-8406-42b5-9a31-021c37f0693e,01,0,8,
54a3c5e2-e83d-4d6d-b9b4-c8ef88801272,01,0,1,t-esubm
22be7dde-4ac6-4315-b87d-f19b7e9864cd,01,0,1,
aa9e8b24-c04d-428d-bc89-8f1066e28c35,01,0,5,tenders
5dbbe2be-5c22-4c3b-8923-6a3e9f4aa280,01,0,4,t-esubm
a3358992-2707-49b2-822c-dcf07304f3b0,01,0,2,tenders
a3358992-2707-49b2-822c-dcf07304f3b0,01,0,1,t-sme
a3358992-2707-49b2-822c-dcf07304f3b0,01,0,0,t-oth-eea
a3358992-2707-49b2-822c-dcf07304f3b0,01,0,0,t-no-eea
a3358992-2707-49b2-822c-dcf07304f3b0,01,0,2,t-esubm
fb411cf6-4291-4ab1-9080-fb014f9a9c64,01,0,7,tenders
fb411cf6-4291-4ab1-9080-fb014f9a9c64,01,0,7,t-esubm
fb411cf6-4291-4ab1-9080-fb014f9a9c64,01,0,7,t-sme
aecb6364-67b5-456f-ba2e-6dce58f64b21,01,0,4,t-esubm
bcb96a9b-2bd2-46b3-b7a6-dbe4b1a6fd26,01,0,14,tenders
bcb96a9b-2bd2-46b3-b7a6-dbe4b1a6fd26,01,0,14,t-esubm
bcb96a9b-2bd2-46b3-b7a6-dbe4b1a6fd26,01,0,12,t-sme
02251263-d5d8-4ccf-bb46-d4ef31ac41c5,01,0,2,tenders
e5945add-25b2-4c37-ade8-426440996759,01,0,8,tenders
e5945add-25b2-4c37-ade8-426440996759,01,0,8,t-esubm
e5945add-25b2-4c37-ade8-426440996759,01,0,6,t-sme
dc63569a-abdf-47f2-9210-616091d369de,01,0,3,tenders
dc63569a-abdf-47f2-9210-616091d369de,01,0,3,t-esubm
dc63569a-abdf-47f2-9210-616091d369de,01,0,3,t-sme
4b78a193-a1fc-423c-8a38-0694dfd95972,01,0,2,tenders
4b78a193-a1fc-423c-8a38-0694dfd95972,01,0,2,t-esubm
4b78a193-a1fc-423c-8a38-0694dfd95972,01,0,0,t-sme
4b78a193-a1fc-423c-8a38-0694dfd95972,01,0,0,t-oth-eea
4b78a193-a1fc-423c-8a38-0694dfd95972,01,0,0,t-no-eea
091398e0-7d25-4871-911c-9da98bd731fd,01,0,3,tenders
091398e0-7d25-4871-911c-9da98bd731fd,01,0,3,t-esubm
091398e0-7d25-4871-911c-9da98bd731fd,01,0,1,t-sme
091398e0-7d25-4871-911c-9da98bd731fd,01,0,0,t-oth-eea
091398e0-7d25-4871-911c-9da98bd731fd,01,0,0,t-no-eea
a137db0e-224a-4bd9-86d4-5bb3b3404d4e,01,0,8,tenders
a137db0e-224a-4bd9-86d4-5bb3b3404d4e,01,0,8,t-esubm
a137db0e-224a-4bd9-86d4-5bb3b3404d4e,01,0,8,t-sme
a137db0e-224a-4bd9-86d4-5bb3b3404d4e,01,0,0,t-oth-eea
a137db0e-224a-4bd9-86d4-5bb3b3404d4e,01,0,0,t-no-eea
01a08f76-3858-4723-afdc-294aca37ffad,01,0,1,tenders
b01a3281-c302-440d-aa3a-0b3d7b665cea,01,0,14,
b502151c-0762-47f1-9b93-a51f389045d2,01,0,1,tenders
b502151c-0762-47f1-9b93-a51f389045d2,01,0,1,t-esubm
b502151c-0762-47f1-9b93-a51f389045d2,01,0,0,t-sme
b502151c-0762-47f1-9b93-a51f389045d2,01,0,0,t-oth-eea
b502151c-0762-47f1-9b93-a51f389045d2,01,0,0,t-no-eea
52f6371b-39cc-4ec2-8721-e0b6e4e41699,01,0,6,
52f6371b-39cc-4ec2-8721-e0b6e4e41699,01,0,0,
52f6371b-39cc-4ec2-8721-e0b6e4e41699,01,0,1,
03e2ee12-213d-4a93-9e86-fa369290166f,01,0,4,t-esubm
dee2c291-4257-440e-99c7-cdfab455b60a,01,0,6,
dee2c291-4257-440e-99c7-cdfab455b60a,01,0,3,
dee2c291-4257-440e-99c7-cdfab455b60a,01,0,0,
dee2c291-4257-440e-99c7-cdfab455b60a,01,1,6,
dee2c291-4257-440e-99c7-cdfab455b60a,01,1,3,
dee2c291-4257-440e-99c7-cdfab455b60a,01,1,0,
dee2c291-4257-440e-99c7-cdfab455b60a,01,2,5,
dee2c291-4257-440e-99c7-cdfab455b60a,01,2,2,
dee2c291-4257-440e-99c7-cdfab455b60a,01,2,1,
dee2c291-4257-440e-99c7-cdfab455b60a,01,2,0,
7005d76c-7d7c-4ac2-aad2-e48d7745a287,01,0,9,
7005d76c-7d7c-4ac2-aad2-e48d7745a287,01,0,6,
7005d76c-7d7c-4ac2-aad2-e48d7745a287,01,0,4,
7005d76c-7d7c-4ac2-aad2-e48d7745a287,01,0,2,
7005d76c-7d7c-4ac2-aad2-e48d7745a287,01,0,0,
7005d76c-7d7c-4ac2-aad2-e48d7745a287,01,0,1,
2446e1a7-8dc7-4593-b2d7-3260e7e86389,01,0,1,tenders
2446e1a7-8dc7-4593-b2d7-3260e7e86389,01,0,1,t-esubm
2446e1a7-8dc7-4593-b2d7-3260e7e86389,01,0,1,t-sme
2446e1a7-8dc7-4593-b2d7-3260e7e86389,01,0,0,t-oth-eea
2446e1a7-8dc7-4593-b2d7-3260e7e86389,01,0,0,t-no-eea
3de46702-3005-4272-9212-60a743a822bf,01,0,4,
3de46702-3005-4272-9212-60a743a822bf,01,0,1,
3de46702-3005-4272-9212-60a743a822bf,01,0,0,
3de46702-3005-4272-9212-60a743a822bf,01,1,4,
3de46702-3005-4272-9212-60a743a822bf,01,1,1,
3de46702-3005-4272-9212-60a743a822bf,01,1,0,
dfd696de-b38c-4233-9db9-86a8b768feb4,01,0,1,tenders
dfd696de-b38c-4233-9db9-86a8b768feb4,01,0,1,t-esubm
dfd696de-b38c-4233-9db9-86a8b768feb4,01,0,1,t-sme
5e5c519f-e67b-43bd-aff3-fb2f08bf4814,01,0,4,t-esubm
5a91aec9-aee6-4c00-809a-5ac8845a61ec,01,0,5,tenders
5a91aec9-aee6-4c00-809a-5ac8845a61ec,01,0,5,t-esubm
5a91aec9-aee6-4c00-809a-5ac8845a61ec,01,0,3,t-sme
5a91aec9-aee6-4c00-809a-5ac8845a61ec,01,0,0,t-oth-eea
5a91aec9-aee6-4c00-809a-5ac8845a61ec,01,0,0,t-no-eea
1b4499e0-c0e0-4052-976b-908f05d646fa,01,0,1,tenders
1b4499e0-c0e0-4052-976b-908f05d646fa,01,0,1,t-sme
1b4499e0-c0e0-4052-976b-908f05d646fa,01,0,0,t-oth-eea
1b4499e0-c0e0-4052-976b-908f05d646fa,01,0,0,t-no-eea
1b4499e0-c0e0-4052-976b-908f05d646fa,01,0,1,t-esubm
7844bb7e-551c-4b80-8e27-efa3b24aeb75,01,0,4,tenders
7844bb7e-551c-4b80-8e27-efa3b24aeb75,01,1,5,tenders
7844bb7e-551c-4b80-8e27-efa3b24aeb75,01,2,4,tenders
d80782ed-7a0d-4d7b-9d1b-76c7cfbc136d,01,0,6,
ec4d8be1-1960-40c4-976d-87eb381e9f1e,01,0,1,tenders
ec4d8be1-1960-40c4-976d-87eb381e9f1e,01,0,1,t-sme
ec4d8be1-1960-40c4-976d-87eb381e9f1e,01,0,0,t-oth-eea
ec4d8be1-1960-40c4-976d-87eb381e9f1e,01,0,0,t-no-eea
ec4d8be1-1960-40c4-976d-87eb381e9f1e,01,0,1,t-esubm
cc0b1993-24c7-49b8-965b-2d87b7d6b61f,01,0,2,tenders
cc0b1993-24c7-49b8-965b-2d87b7d6b61f,01,0,2,t-esubm
cc0b1993-24c7-49b8-965b-2d87b7d6b61f,01,0,1,t-sme
cc0b1993-24c7-49b8-965b-2d87b7d6b61f,01,1,2,tenders
cc0b1993-24c7-49b8-965b-2d87b7d6b61f,01,1,2,t-esubm
cc0b1993-24c7-49b8-965b-2d87b7d6b61f,01,1,1,t-sme
7d420b5a-d751-4e71-8250-e817a7c35bc9,01,0,7,
7d420b5a-d751-4e71-8250-e817a7c35bc9,01,0,0,
de46f8cc-3e1b-45a8-a1fb-b0c56e7a468d,01,0,1,tenders
de46f8cc-3e1b-45a8-a1fb-b0c56e7a468d,01,0,1,t-esubm
de46f8cc-3e1b-45a8-a1fb-b0c56e7a468d,01,0,0,t-sme
0f40a536-3868-4c78-8710-e1a04df5dfdc,01,0,5,tenders
acb8340a-bc54-4982-bae7-7945179d4c5e,02,0,2,tenders
acb8340a-bc54-4982-bae7-7945179d4c5e,02,0,1,t-sme
acb8340a-bc54-4982-bae7-7945179d4c5e,02,0,1,t-oth-eea
acb8340a-bc54-4982-bae7-7945179d4c5e,02,0,0,t-no-eea
acb8340a-bc54-4982-bae7-7945179d4c5e,02,0,2,t-esubm
8b68c9cd-becc-4aae-b266-0d8fd532adde,02,0,8,tenders
8b68c9cd-becc-4aae-b266-0d8fd532adde,02,0,8,t-sme
8b68c9cd-becc-4aae-b266-0d8fd532adde,02,0,0,t-oth-eea
8b68c9cd-becc-4aae-b266-0d8fd532adde,02,0,0,t-no-eea
8b68c9cd-becc-4aae-b266-0d8fd532adde,02,0,8,t-esubm
169c17c4-4961-4faf-b265-cf241ade7b03,02,0,4,tenders
169c17c4-4961-4faf-b265-cf241ade7b03,02,0,4,t-sme
169c17c4-4961-4faf-b265-cf241ade7b03,02,0,0,t-oth-eea
169c17c4-4961-4faf-b265-cf241ade7b03,02,0,0,t-no-eea
169c17c4-4961-4faf-b265-cf241ade7b03,02,0,4,t-esubm
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,0,8,tenders
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,0,5,t-sme
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,0,0,t-oth-eea
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,0,0,t-no-eea
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,0,8,t-esubm
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,1,7,tenders
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,1,5,t-sme
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,1,0,t-oth-eea
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,1,0,t-no-eea
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,1,7,t-esubm
ebf0316c-dc1d-4aff-9f0c-9601ef0834b6,02,0,17,tenders
ebf0316c-dc1d-4aff-9f0c-9601ef0834b6,02,0,17,t-sme
ebf0316c-dc1d-4aff-9f0c-9601ef0834b6,02,0,1,t-oth-eea
ebf0316c-dc1d-4aff-9f0c-9601ef0834b6,02,0,0,t-no-eea
ebf0316c-dc1d-4aff-9f0c-9601ef0834b6,02,0,17,t-esubm
10ab646d-012a-4acd-9d41-d2d5927addbb,01,0,3,t-esubm
ee3a9d8e-fe1e-4949-9e4a-4e9c190918de,01,0,5,t-esubm
ee3a9d8e-fe1e-4949-9e4a-4e9c190918de,01,1,5,t-esubm
6626a339-d511-4a4c-b0a7-54a84a14e72e,01,0,0,tenders
0ef9519d-3c29-4818-a4de-74d9d2fafdd5,01,0,3,
0ef9519d-3c29-4818-a4de-74d9d2fafdd5,01,0,0,
bd789d45-0e90-47dc-bc95-938462f0599d,01,0,8,tenders
bd789d45-0e90-47dc-bc95-938462f0599d,01,1,6,tenders
bd789d45-0e90-47dc-bc95-938462f0599d,01,2,8,tenders
bd789d45-0e90-47dc-bc95-938462f0599d,01,3,8,tenders
c14fa2a8-76dc-437b-bf6c-bd43c83bb3c9,01,0,4,tenders
c14fa2a8-76dc-437b-bf6c-bd43c83bb3c9,01,0,1,t-sme
c14fa2a8-76dc-437b-bf6c-bd43c83bb3c9,01,0,0,t-no-eea
c14fa2a8-76dc-437b-bf6c-bd43c83bb3c9,01,0,0,t-oth-eea
c14fa2a8-76dc-437b-bf6c-bd43c83bb3c9,01,0,4,t-esubm
f313e41a-4633-4ba7-b1be-e4a4adc5eb12,01,0,7,
f313e41a-4633-4ba7-b1be-e4a4adc5eb12,01,0,0,
f313e41a-4633-4ba7-b1be-e4a4adc5eb12,01,0,2,
f67484c6-0ea9-45ec-98f4-f1afe4c46ecf,01,0,10,
f67484c6-0ea9-45ec-98f4-f1afe4c46ecf,01,0,0,
f67484c6-0ea9-45ec-98f4-f1afe4c46ecf,01,1,7,
f67484c6-0ea9-45ec-98f4-f1afe4c46ecf,01,1,0,
f67484c6-0ea9-45ec-98f4-f1afe4c46ecf,01,1,1,
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,0,5,tenders
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,0,5,t-esubm
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,0,1,t-sme
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,0,1,t-oth-eea
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,0,0,t-no-eea
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,1,5,tenders
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,1,5,t-esubm
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,1,1,t-sme
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,1,1,t-oth-eea
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,1,0,t-no-eea
43e6cc1d-3b21-45dd-9238-1a0c606cbdac,01,0,25,
43e6cc1d-3b21-45dd-9238-1a0c606cbdac,01,0,0,
43e6cc1d-3b21-45dd-9238-1a0c606cbdac,01,0,5,
7ee8c71e-6e5c-48b4-bbd0-68c027e3724d,01,0,3,
2339bde4-829b-43aa-b216-c75c2496c85f,01,0,12,
2339bde4-829b-43aa-b216-c75c2496c85f,01,0,0,
2339bde4-829b-43aa-b216-c75c2496c85f,01,0,5,
f543cff6-5e02-459b-9d43-6a78f2f61da8,01,0,2,
f543cff6-5e02-459b-9d43-6a78f2f61da8,01,0,1,
f543cff6-5e02-459b-9d43-6a78f2f61da8,01,0,0,
fddd9d32-d79e-4c0e-b40e-8d14b7ca2629,01,0,4,t-esubm
d4619e7b-8b9e-4a4f-a8e2-fa3fbe3dcb44,01,0,3,t-esubm
7b584af3-cd7a-4fa9-be87-2fa6755c77f4,01,0,4,
7b584af3-cd7a-4fa9-be87-2fa6755c77f4,01,0,0,
7b584af3-cd7a-4fa9-be87-2fa6755c77f4,01,0,1,
c4e11c05-c40c-401c-b0f0-a479f42067b7,01,0,8,
c4e11c05-c40c-401c-b0f0-a479f42067b7,01,0,0,
c4e11c05-c40c-401c-b0f0-a479f42067b7,01,0,7,
c4e11c05-c40c-401c-b0f0-a479f42067b7,01,0,1,
c4e11c05-c40c-401c-b0f0-a479f42067b7,01,0,6,
c4e11c05-c40c-401c-b0f0-a479f42067b7,01,0,2,
193c6052-b39c-4044-9fec-9669ee69dfd8,01,0,3,tenders
193c6052-b39c-4044-9fec-9669ee69dfd8,01,0,3,t-esubm
193c6052-b39c-4044-9fec-9669ee69dfd8,01,0,3,t-sme
3c3b2519-5588-45d3-a0ca-9d0e5dada4ce,01,0,10,tenders
3c3b2519-5588-45d3-a0ca-9d0e5dada4ce,01,0,10,t-esubm
3c3b2519-5588-45d3-a0ca-9d0e5dada4ce,01,0,9,t-sme
3c3b2519-5588-45d3-a0ca-9d0e5dada4ce,01,0,0,t-oth-eea
3c3b2519-5588-45d3-a0ca-9d0e5dada4ce,01,0,0,t-no-eea
8bc44cd7-7b10-4f1d-84b6-c2b84c99bd77,01,0,21,tenders
8bc44cd7-7b10-4f1d-84b6-c2b84c99bd77,01,0,21,t-esubm
8bc44cd7-7b10-4f1d-84b6-c2b84c99bd77,01,0,21,t-sme
8bc44cd7-7b10-4f1d-84b6-c2b84c99bd77,01,0,0,t-oth-eea
8bc44cd7-7b10-4f1d-84b6-c2b84c99bd77,01,0,0,t-no-eea
39451e83-34bc-4104-841d-204bcaf0bfb1,01,0,2,
08738828-2406-4dee-b294-31c6c16f7568,01,0,4,tenders
08738828-2406-4dee-b294-31c6c16f7568,01,0,4,t-esubm
08738828-2406-4dee-b294-31c6c16f7568,01,0,0,t-sme
08738828-2406-4dee-b294-31c6c16f7568,01,0,0,t-oth-eea
08738828-2406-4dee-b294-31c6c16f7568,01,0,0,t-no-eea
08738828-2406-4dee-b294-31c6c16f7568,01,1,4,tenders
08738828-2406-4dee-b294-31c6c16f7568,01,1,4,t-esubm
08738828-2406-4dee-b294-31c6c16f7568,01,1,0,t-sme
08738828-2406-4dee-b294-31c6c16f7568,01,1,0,t-oth-eea
08738828-2406-4dee-b294-31c6c16f7568,01,1,0,t-no-eea
08738828-2406-4dee-b294-31c6c16f7568,01,2,4,tenders
08738828-2406-4dee-b294-31c6c16f7568,01,2,4,t-esubm
08738828-2406-4dee-b294-31c6c16f7568,01,2,0,t-sme
08738828-2406-4dee-b294-31c6c16f7568,01,2,0,t-oth-eea
08738828-2406-4dee-b294-31c6c16f7568,01,2,0,t-no-eea
08738828-2406-4dee-b294-31c6c16f7568,01,3,7,tenders
08738828-2406-4dee-b294-31c6c16f7568,01,3,7,t-esubm
08738828-2406-4dee-b294-31c6c16f7568,01,3,2,t-sme
08738828-2406-4dee-b294-31c6c16f7568,01,3,0,t-oth-eea
08738828-2406-4dee-b294-31c6c16f7568,01,3,0,t-no-eea
08738828-2406-4dee-b294-31c6c16f7568,01,4,5,tenders
08738828-2406-4dee-b294-31c6c16f7568,01,4,5,t-esubm
08738828-2406-4dee-b294-31c6c16f7568,01,4,1,t-sme
08738828-2406-4dee-b294-31c6c16f7568,01,4,0,t-oth-eea
08738828-2406-4dee-b294-31c6c16f7568,01,4,0,t-no-eea
fffa5d0a-0257-4e98-b6e8-6a182061357d,01,0,4,
fffa5d0a-0257-4e98-b6e8-6a182061357d,01,0,0,
ca24ac0c-3c27-491e-a1e7-908958fd804d,01,0,2,
ca24ac0c-3c27-491e-a1e7-908958fd804d,01,0,1,
ca24ac0c-3c27-491e-a1e7-908958fd804d,01,0,0,
f38209f9-e539-4f4b-a401-83eb750ae9df,01,0,4,
47e9847c-09f7-46c9-8624-15b5de8a8f62,01,0,3,tenders
47e9847c-09f7-46c9-8624-15b5de8a8f62,01,1,2,tenders
e2adf39c-21d6-4694-b513-9f76df32f968,01,0,1,tenders
e2adf39c-21d6-4694-b513-9f76df32f968,01,0,1,t-esubm
e2adf39c-21d6-4694-b513-9f76df32f968,01,0,1,t-sme
dbcf653b-8029-4098-a109-9b62fa738deb,01,0,7,t-esubm
d18415b2-37c4-4bb8-bca6-73e36fa44adf,01,0,9,tenders
763c3a53-9692-49bb-add0-43db1fd0f91d,01,0,1,t-esubm
6b0f4674-e061-4675-a513-14d54862e182,01,0,10,
6b0f4674-e061-4675-a513-14d54862e182,01,0,0,
6b0f4674-e061-4675-a513-14d54862e182,01,0,1,
6b0f4674-e061-4675-a513-14d54862e182,01,0,2,
f9402825-f213-40c8-8453-1ad29277d8f7,01,0,7,tenders
f9402825-f213-40c8-8453-1ad29277d8f7,01,0,7,t-esubm
f9402825-f213-40c8-8453-1ad29277d8f7,01,0,7,t-sme
8af347ed-e0b4-414f-8662-44a1be1556e0,01,0,4,
8af347ed-e0b4-414f-8662-44a1be1556e0,01,0,0,
20133507-4613-4ebd-95da-8a2f57f0d895,01,0,3,tenders
20133507-4613-4ebd-95da-8a2f57f0d895,01,0,3,t-sme
20133507-4613-4ebd-95da-8a2f57f0d895,01,0,0,t-no-eea
20133507-4613-4ebd-95da-8a2f57f0d895,01,0,0,t-oth-eea
20133507-4613-4ebd-95da-8a2f57f0d895,01,0,3,t-esubm
638de82a-f853-4b99-b7f6-276f72d8f122,01,0,2,
638de82a-f853-4b99-b7f6-276f72d8f122,01,0,0,
dd8c3ec5-5ab2-46cc-b703-5ad9f5ae6000,01,0,3,
a72e859e-1800-4833-813a-9247ffdf31e7,01,0,4,
49715446-c1da-4691-9ef4-4f898af7c008,01,0,1,tenders
49715446-c1da-4691-9ef4-4f898af7c008,01,0,1,t-esubm
49715446-c1da-4691-9ef4-4f898af7c008,01,0,0,t-sme
49715446-c1da-4691-9ef4-4f898af7c008,01,0,0,t-oth-eea
49715446-c1da-4691-9ef4-4f898af7c008,01,0,0,t-no-eea
4c8b8d25-5ca8-4a24-af95-19a6f5a0b651,01,0,4,tenders
4c8b8d25-5ca8-4a24-af95-19a6f5a0b651,01,0,4,t-esubm
4c8b8d25-5ca8-4a24-af95-19a6f5a0b651,01,0,4,t-sme
4c8b8d25-5ca8-4a24-af95-19a6f5a0b651,01,0,0,t-oth-eea
4c8b8d25-5ca8-4a24-af95-19a6f5a0b651,01,0,0,t-no-eea
48ad93c1-a5ef-48ec-b699-689d0bc29a11,01,0,1,
48ad93c1-a5ef-48ec-b699-689d0bc29a11,01,0,0,
8eece87c-c8ed-4c58-8424-4bfc2e480153,01,0,2,
8eece87c-c8ed-4c58-8424-4bfc2e480153,01,0,4,
a01b6767-8cce-49dc-b347-29b2254182ba,01,0,2,
a01b6767-8cce-49dc-b347-29b2254182ba,01,0,0,
a01b6767-8cce-49dc-b347-29b2254182ba,01,1,2,
a01b6767-8cce-49dc-b347-29b2254182ba,01,1,0,
a01b6767-8cce-49dc-b347-29b2254182ba,01,2,2,
a01b6767-8cce-49dc-b347-29b2254182ba,01,2,0,
443b1f65-33e9-470e-a0d4-bdfbe75a3894,01,0,15,tenders
443b1f65-33e9-470e-a0d4-bdfbe75a3894,01,0,1,t-esubm
443b1f65-33e9-470e-a0d4-bdfbe75a3894,01,0,10,t-sme
443b1f65-33e9-470e-a0d4-bdfbe75a3894,01,1,15,tenders
443b1f65-33e9-470e-a0d4-bdfbe75a3894,01,1,1,t-esubm
443b1f65-33e9-470e-a0d4-bdfbe75a3894,01,1,9,t-sme
58eb916b-42e7-4bae-a968-f2441fbbdf8e,01,0,1,
58eb916b-42e7-4bae-a968-f2441fbbdf8e,01,0,0,
5b4b6b5d-0392-497a-9434-6a4c80f1c9ed,01,0,1,t-esubm
455f167a-a4f5-4731-9358-f35e7a72bbd8,01,0,5,tenders
d2d48dc2-f531-4bcd-999c-62b90579b79f,01,0,2,
d2d48dc2-f531-4bcd-999c-62b90579b79f,01,1,2,
d2d48dc2-f531-4bcd-999c-62b90579b79f,01,2,2,
d2d48dc2-f531-4bcd-999c-62b90579b79f,01,3,2,
5bb66845-fee5-49e6-b2c8-f3077fa3ed32,01,0,6,
5efadda4-49d5-4acd-b026-868aa4239f3f,01,0,2,
5efadda4-49d5-4acd-b026-868aa4239f3f,01,0,0,
2ab32f0d-71a0-48ea-b7ce-574864ea9f96,01,0,4,
2ab32f0d-71a0-48ea-b7ce-574864ea9f96,01,0,2,
2ab32f0d-71a0-48ea-b7ce-574864ea9f96,01,0,0,
2ab32f0d-71a0-48ea-b7ce-574864ea9f96,01,0,1,
a6cbee04-9b79-44b1-bc02-954157bf1acc,01,0,5,
a6cbee04-9b79-44b1-bc02-954157bf1acc,01,0,0,
a6cbee04-9b79-44b1-bc02-954157bf1acc,01,0,2,
4466d3d1-354c-4dfd-80f1-470c81110cc7,01,0,3,
4466d3d1-354c-4dfd-80f1-470c81110cc7,01,0,0,
d9ab1893-476e-41db-ad82-62adfc75f439,01,0,13,tenders
d9ab1893-476e-41db-ad82-62adfc75f439,01,0,13,t-esubm
d9ab1893-476e-41db-ad82-62adfc75f439,01,0,5,t-sme
d9ab1893-476e-41db-ad82-62adfc75f439,01,0,0,t-oth-eea
d9ab1893-476e-41db-ad82-62adfc75f439,01,0,0,t-no-eea
