noticeIdentifier,noticeVersion,lotIdentifier,placePerformanceCity,placePerformancePostCode,placePerformanceCountrySubdivision,placePerformanceCountryCode
3416f20b-ef8f-4c6f-93f1-ccdaad7ed079,01,,Homberg,35315,DE725,DEU
3416f20b-ef8f-4c6f-93f1-ccdaad7ed079,01,LOT-0001,Homberg (Ohm),35315,DE725,DEU
3416f20b-ef8f-4c6f-93f1-ccdaad7ed079,01,LOT-0002,Homberg,35315,DE725,DEU
c08a2d81-686f-463a-8dba-252b629bfd0a,01,,,,,
c08a2d81-686f-463a-8dba-252b629bfd0a,01,LOT-0001,,,,DEU
c08a2d81-686f-463a-8dba-252b629bfd0a,01,LOT-0002,,,,DEU
c08a2d81-686f-463a-8dba-252b629bfd0a,01,LOT-0003,,,,DEU
c08a2d81-686f-463a-8dba-252b629bfd0a,01,LOT-0004,,,,DEU
c08a2d81-686f-463a-8dba-252b629bfd0a,01,LOT-0005,,,,DEU
c08a2d81-686f-463a-8dba-252b629bfd0a,01,LOT-0006,,,,DEU
c08a2d81-686f-463a-8dba-252b629bfd0a,01,LOT-0007,,,,DEU
c08a2d81-686f-463a-8dba-252b629bfd0a,01,LOT-0008,,,,DEU
c08a2d81-686f-463a-8dba-252b629bfd0a,01,LOT-0009,,,,DEU
c08a2d81-686f-463a-8dba-252b629bfd0a,01,LOT-0010,,,,DEU
c08a2d81-686f-463a-8dba-252b629bfd0a,01,LOT-0011,,,,DEU
c08a2d81-686f-463a-8dba-252b629bfd0a,01,LOT-0012,,,,DEU
c08a2d81-686f-463a-8dba-252b629bfd0a,01,LOT-0013,,,,DEU
c08a2d81-686f-463a-8dba-252b629bfd0a,01,LOT-0014,,,,DEU
4e332a71-bcc9-4ecd-8802-5dbb477b85e3,01,,Trier,54290,DEB21,DEU
4e332a71-bcc9-4ecd-8802-5dbb477b85e3,01,LOT-0001,Trier,54290,DEB21,DEU
ea2006a9-9224-467d-865e-5dd8134a2dbd,01,,Berlin,10557,DE300,DEU
ea2006a9-9224-467d-865e-5dd8134a2dbd,01,LOT-0000,Berlin,10557,DE300,DEU
921b9e0b-9696-467e-a913-ccc15ad1abe6,01,,Nuthetal,14558,DE40E,DEU
921b9e0b-9696-467e-a913-ccc15ad1abe6,01,LOT-0001,Nuthetal,14558,DE40E,DEU
28c8aa4c-208a-46f3-b333-35c568928d49,01,,Saarbrücken,66117,DEC01,DEU
28c8aa4c-208a-46f3-b333-35c568928d49,01,LOT-0001,,,,DEU
28c8aa4c-208a-46f3-b333-35c568928d49,01,LOT-0002,,,,DEU
7974c8fb-a1a8-4c8a-a703-742399e2eca0,01,,Chemnitz,09114,DED41,DEU
7974c8fb-a1a8-4c8a-a703-742399e2eca0,01,LOT-0001,Chemnitz,09114,DED41,DEU
7974c8fb-a1a8-4c8a-a703-742399e2eca0,01,LOT-0002,Chemnitz,09114,DED41,DEU
ed0a655f-db5b-484a-9441-0a84ea90eb6c,01,,,.,DE722,DEU
ed0a655f-db5b-484a-9441-0a84ea90eb6c,01,LOT-0001,,.,DE722,DEU
ed0a655f-db5b-484a-9441-0a84ea90eb6c,01,LOT-0002,,.,DE722,DEU
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,,Berlin,10713,DE300,DEU
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,LOT-0001,Berlin,10713,DE300,DEU
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,LOT-0002,Berlin,10713,DE300,DEU
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,LOT-0003,Berlin,10713,DE300,DEU
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,LOT-0004,Berlin,10713,DE300,DEU
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,LOT-0005,Berlin,10713,DE300,DEU
41a21091-13a1-4673-a9eb-5fa733cadcc1,01,LOT-0006,Berlin,10713,DE300,DEU
e4037a44-d382-4130-95c5-b24bacec472a,01,,St.Wendel,66606,DEC06,DEU
e4037a44-d382-4130-95c5-b24bacec472a,01,LOT-0000,St.Wendel,66606,DEC06,DEU
0991a754-c9fb-47f7-841c-63d3e0dbf409,01,,Freudenberg,57258,DEA5A,DEU
0991a754-c9fb-47f7-841c-63d3e0dbf409,01,LOT-0000,Freudenberg,57258,DEA5A,DEU
4c566805-3ed7-43b2-8ce1-71ad7da16729,01,,Bonn,53127,DEA22,DEU
4c566805-3ed7-43b2-8ce1-71ad7da16729,01,LOT-0000,Bonn,53127,DEA22,DEU
9064fef8-44a9-45f0-8afc-b6f1dc65cac4,01,,,,,DEU
9064fef8-44a9-45f0-8afc-b6f1dc65cac4,01,LOT-0000,,,,DEU
a5c274cd-00ec-4f70-9018-5d0604857d3f,01,,Bad Füssing,94072,DE228,DEU
a5c274cd-00ec-4f70-9018-5d0604857d3f,01,LOT-0001,Bad Füssing,94072,DE228,DEU
a5c274cd-00ec-4f70-9018-5d0604857d3f,01,LOT-0002,Bad Füssing,94072,DE228,DEU
403a86dd-da15-41c7-934d-8cb2d71dfc0e,01,,Berlin,10711,DE300,DEU
403a86dd-da15-41c7-934d-8cb2d71dfc0e,01,LOT-0000,Berlin,10711,DE300,DEU
3f142d74-b342-4a09-8751-0e24d8730a44,01,,Magdeburg,39106,DEE03,DEU
3f142d74-b342-4a09-8751-0e24d8730a44,01,LOT-0001,Magdeburg,39106,DEE03,DEU
3f142d74-b342-4a09-8751-0e24d8730a44,01,LOT-0002,Magdeburg,39106,DEE03,DEU
3f142d74-b342-4a09-8751-0e24d8730a44,01,LOT-0003,Magdeburg,39106,DEE03,DEU
3f142d74-b342-4a09-8751-0e24d8730a44,01,LOT-0004,Magdeburg,39106,DEE03,DEU
3f142d74-b342-4a09-8751-0e24d8730a44,01,LOT-0005,Magdeburg,39106,DEE03,DEU
3f142d74-b342-4a09-8751-0e24d8730a44,01,LOT-0006,Magdeburg,39106,DEE03,DEU
1ae6335f-2b2f-4554-abf4-993aa797aea1,01,,,,DE11C,DEU
1ae6335f-2b2f-4554-abf4-993aa797aea1,01,LOT-0001,,,DE11C,DEU
01a3c317-3099-4370-8c57-b8578c02eec7,01,,Bietigheim,,DE115,DEU
01a3c317-3099-4370-8c57-b8578c02eec7,01,LOT-0001,Bietigheim,,DE115,DEU
d5ddbef6-2140-4c2a-8864-c07abe57cb37,01,,Bonn,53125,DEA22,DEU
d5ddbef6-2140-4c2a-8864-c07abe57cb37,01,LOT-0001,Bonn,53125,DEA22,DEU
d5ddbef6-2140-4c2a-8864-c07abe57cb37,01,LOT-0002,Bonn,53125,DEA22,DEU
e4e39e7b-6fec-4f52-b6a0-57445932f388,01,,Spremberg,03130,DE40G,DEU
e4e39e7b-6fec-4f52-b6a0-57445932f388,01,LOT-0001,Spremberg,03130,DE40G,DEU
e4e39e7b-6fec-4f52-b6a0-57445932f388,01,LOT-0002,Spremberg,03130,DE40G,DEU
e4e39e7b-6fec-4f52-b6a0-57445932f388,01,LOT-0003,Spremberg,03130,DE40G,DEU
531ef96a-411b-4e8d-9e60-ba326a97f149,01,,Leipzig,04157,DED51,DEU
531ef96a-411b-4e8d-9e60-ba326a97f149,01,LOT-0000,Leipzig,04157,DED51,DEU
d3432434-d211-4b5e-a23f-82df491ed7e6,01,,,,DEG03,DEU
d3432434-d211-4b5e-a23f-82df491ed7e6,01,LOT-0000,,,DEG03,DEU
a3beabad-c6af-4c42-804c-bbcc86f3b382,01,,Bonn,53111,DEA22,DEU
a3beabad-c6af-4c42-804c-bbcc86f3b382,01,LOT-0001,Bonn,53111,DEA22,DEU
b24c4956-df4a-4280-851f-1a21bc105482,01,,Nürnberg,90451,DE254,DEU
b24c4956-df4a-4280-851f-1a21bc105482,01,LOT-0001,Nürnberg,90451,DE254,DEU
5024b561-9182-4174-8d54-bee71dd951b7,01,,,,DE501,DEU
5024b561-9182-4174-8d54-bee71dd951b7,01,LOT-0001,,,DE501,DEU
21d51fc0-d44e-49b6-994b-e6a9ecc383cd,01,,Kremmen,16766,DE40A,DEU
21d51fc0-d44e-49b6-994b-e6a9ecc383cd,01,LOT-0001,Kremmen,16766,DE40A,DEU
df00f846-986d-43e7-ad47-14eaf79dc6fc,01,,Bamberg,96049,DE241,DEU
df00f846-986d-43e7-ad47-14eaf79dc6fc,01,LOT-0001,Bamberg,96049,DE241,DEU
79c1dce7-77d6-41e7-9836-2f9005e66ae3,01,,Berlin,13405,DE300,DEU
79c1dce7-77d6-41e7-9836-2f9005e66ae3,01,LOT-0001,Berlin,13405,DE300,DEU
79c1dce7-77d6-41e7-9836-2f9005e66ae3,01,LOT-0002,Berlin,13405,DE300,DEU
79c1dce7-77d6-41e7-9836-2f9005e66ae3,01,LOT-0003,Berlin,13405,DE300,DEU
9019b0c5-b6a7-40dc-9662-3f3615c31234,01,,,,DEA35,DEU
9019b0c5-b6a7-40dc-9662-3f3615c31234,01,LOT-0001,,,DEA35,DEU
9019b0c5-b6a7-40dc-9662-3f3615c31234,01,LOT-0002,,,DEA35,DEU
9019b0c5-b6a7-40dc-9662-3f3615c31234,01,LOT-0003,,,DEA37,DEU
eb0d1ca3-431e-4780-896b-0e67b20290a0,01,,Bamberg,96049,DE241,DEU
eb0d1ca3-431e-4780-896b-0e67b20290a0,01,LOT-0001,Bamberg,96049,DE241,DEU
f3dbf992-f72d-453e-91fa-e4875a88efd7,01,,Berlin,10178,DE300,DEU
f3dbf992-f72d-453e-91fa-e4875a88efd7,01,LOT-0001,Berlin,10178,DE300,DEU
697d148e-d366-4d4c-a115-5476bbf2f0ac,01,,Berlin,14193,DE300,DEU
697d148e-d366-4d4c-a115-5476bbf2f0ac,01,LOT-0001,Berlin,14193,DE300,DEU
28dac269-fd17-419e-afc3-18b5e18ac138,01,,Weimar,99423,DEG05,DEU
28dac269-fd17-419e-afc3-18b5e18ac138,01,LOT-0001,Weimar,99423,DEG05,DEU
e3ca66ee-8c29-4425-ae6d-250aeb67f87a,01,,,,DE111,DEU
e3ca66ee-8c29-4425-ae6d-250aeb67f87a,01,LOT-0001,,,DE111,DEU
50e20b67-265d-4b6d-a1cc-a2c8cab29bd0,01,,Unna,59423,DEA5C,DEU
50e20b67-265d-4b6d-a1cc-a2c8cab29bd0,01,LOT-0001,Unna,59423,DEA5C,DEU
19472414-7e91-4b88-ac14-f8a29741a6f5,01,,Unkel – Koblenz - Wiesbaden,56068,DEB11,DEU
19472414-7e91-4b88-ac14-f8a29741a6f5,01,LOT-0001,Unkel – Koblenz - Wiesbaden,56068,DEB11,DEU
8d9ec30c-94f5-42b1-8ed0-44602bf43431,01,,Stuttgart,70191,DE111,DEU
8d9ec30c-94f5-42b1-8ed0-44602bf43431,01,LOT-0001,Stuttgart,70191,DE111,DEU
c2602d20-d12b-49c1-97bb-ab127e523c19,01,,Stuttgart,70191,DE111,DEU
c2602d20-d12b-49c1-97bb-ab127e523c19,01,LOT-0001,Stuttgart,70191,DE111,DEU
c804d707-ce16-4d9e-a0ff-1fc1acf61105,01,,Uchte,,DE927,DEU
c804d707-ce16-4d9e-a0ff-1fc1acf61105,01,LOT-0001,Uchte,,DE927,DEU
b49f51c2-db9f-42aa-ba47-8275f2b947ab,01,,München,80933,DE212,DEU
b49f51c2-db9f-42aa-ba47-8275f2b947ab,01,LOT-0000,München,80933,DE212,DEU
1077025c-9104-45b0-8184-c7b1e3d129a7,01,,,,DE217,DEU
1077025c-9104-45b0-8184-c7b1e3d129a7,01,LOT-0000,,,DE217,DEU
499397aa-ef0e-4e1b-abc0-fc43d36f22b4,01,,Wiesbaden,65187,DE714,DEU
499397aa-ef0e-4e1b-abc0-fc43d36f22b4,01,LOT-0000,Wiesbaden,65187,DE714,DEU
7b8f6aaa-7500-4a2b-8907-776408f3a189,01,,,,DE263,DEU
7b8f6aaa-7500-4a2b-8907-776408f3a189,01,LOT-0001,,,DE263,DEU
ff280699-9dcb-44bd-9cc0-5be2fb8bc31d,01,,Uchte,31600,DE927,DEU
ff280699-9dcb-44bd-9cc0-5be2fb8bc31d,01,LOT-0001,Uchte,31600,DE927,DEU
63841dbe-939a-4d6b-a36e-3bb9f4a67060,01,,,,,DEU
63841dbe-939a-4d6b-a36e-3bb9f4a67060,01,LOT-0000,,,,DEU
f0460a11-fd44-40db-82c9-78fb4582a636,01,,Erkner,15537,DE40C,DEU
f0460a11-fd44-40db-82c9-78fb4582a636,01,LOT-0001,Erkner,15537,DE40C,DEU
53e57289-7224-4e7c-b80e-e70c3eafd7ec,01,,Schwülper,38179,DE914,DEU
53e57289-7224-4e7c-b80e-e70c3eafd7ec,01,LOT-0000,Schwülper,38179,DE914,DEU
36bf9a8d-d13a-42dc-92b3-0e5e314a39a6,01,,Stadtgebiet Leverkusen,,DEA24,DEU
36bf9a8d-d13a-42dc-92b3-0e5e314a39a6,01,LOT-0001,Stadtgebiet Leverkusen,,DEA24,DEU
36bf9a8d-d13a-42dc-92b3-0e5e314a39a6,01,LOT-0002,Stadtgebiet Leverkusen,,DEA24,DEU
36bf9a8d-d13a-42dc-92b3-0e5e314a39a6,01,LOT-0003,Stadtgebiet Leverkusen,,DEA24,DEU
03ddf5d7-0650-411f-a1ac-d0fca9374811,01,,,,DEA11,DEU
03ddf5d7-0650-411f-a1ac-d0fca9374811,01,LOT-0001,,,DEA11,DEU
93fe2072-3b93-4cfb-a11e-5e9a8297a9ee,01,,Hamburg,'-,DE600,DEU
93fe2072-3b93-4cfb-a11e-5e9a8297a9ee,01,LOT-0001,"Hamburg Mitte, Nördlich Der Elbe",'-,DE600,DEU
93fe2072-3b93-4cfb-a11e-5e9a8297a9ee,01,LOT-0002,Hamburg Stadtteile Billstedt Oder Billbrook,'-,DE600,DEU
93fe2072-3b93-4cfb-a11e-5e9a8297a9ee,01,LOT-0003,Hamburg Eimsbüttel (Inkl. Lokstedt),'-,DE600,DEU
93fe2072-3b93-4cfb-a11e-5e9a8297a9ee,01,LOT-0004,Hamburg Osdorf Oder Bahrenfeld Oder Altona Nord Oder Altona Altstadt,'-,DE600,DEU
93fe2072-3b93-4cfb-a11e-5e9a8297a9ee,01,LOT-0005,Hamburg Stadtteil Wandsbek Oder Rahlstedt,'-,DE600,DEU
80b2687f-449b-49f2-b1e5-b2b8d7ea7196,01,,Frankfurt Am Main,60486,DE712,DEU
80b2687f-449b-49f2-b1e5-b2b8d7ea7196,01,LOT-0001,Frankfurt Am Main,60486,DE712,DEU
87865198-cdf9-4dd6-bd2d-f1e92723c465,01,,"Strecke 6100 Hamburg - Berlin Sowie Strecken 6401, 6441 Und 6442 In Mecklenburg Vorpommern",60526,DE600,DEU
87865198-cdf9-4dd6-bd2d-f1e92723c465,01,LOT-0001,"Strecke 6100 Hamburg - Berlin Sowie Strecken 6401, 6441 Und 6442 In Mecklenburg Vorpommern",60526,,DEU
22ada15a-2249-4bd4-a671-8e8897670f68,01,,"Strecke 6100 Hamburg - Berlin Sowie Strecken 6401, 6441 Und 6442 In Mecklenburg Vorpommern",60526,DE600,DEU
22ada15a-2249-4bd4-a671-8e8897670f68,01,LOT-0001,"Strecke 6100 Hamburg - Berlin Sowie Strecken 6401, 6441 Und 6442 In Mecklenburg Vorpommern",60526,,DEU
bd7642d8-4463-4602-8602-19e6282d684c,01,,Emsdetten,48282,DEA37,DEU
bd7642d8-4463-4602-8602-19e6282d684c,01,LOT-0001,Emsdetten,48282,DEA37,DEU
0010ea9b-1249-49d6-afe2-6a10ac0d7b74,01,,Hoppegarten,15366,DE409,DEU
0010ea9b-1249-49d6-afe2-6a10ac0d7b74,01,LOT-0000,Hoppegarten,15366,DE409,DEU
39e93420-e42a-4bb1-98d8-82065ded5ff7,01,,,,,DEU
39e93420-e42a-4bb1-98d8-82065ded5ff7,01,LOT-0000,,,,DEU
c7672e7d-503f-42ee-acc7-5406d8fa8918,01,,,,,DEU
c7672e7d-503f-42ee-acc7-5406d8fa8918,01,LOT-0000,,,,DEU
caa45dc9-fc51-462d-bba4-d63ab3b28536,01,,,,,DEU
caa45dc9-fc51-462d-bba4-d63ab3b28536,01,LOT-0000,,,,DEU
1dea86c8-4d21-4e3f-99ef-0c7b9affc2f3,01,,Rheine,,DEA37,DEU
1dea86c8-4d21-4e3f-99ef-0c7b9affc2f3,01,LOT-0001,Rheine,,DEA37,DEU
6e40078a-968e-4451-a6f9-0066cfea02be,01,,,,DE278,DEU
6e40078a-968e-4451-a6f9-0066cfea02be,01,LOT-0001,,,DE278,DEU
d0413b88-e4ff-4670-80a4-bd8c90178d61,01,,,,,DEU
d0413b88-e4ff-4670-80a4-bd8c90178d61,01,LOT-0001,,,,DEU
01a09f71-aedb-42a9-a01c-dcf8f6e6d57f,01,,Menteroda,99996,DEG0A,DEU
01a09f71-aedb-42a9-a01c-dcf8f6e6d57f,01,LOT-0001,Menteroda,99996,DEG09,DEU
36bd70d5-a3c2-46af-b6ad-fb9365b5cdc0,01,,,,,DEU
36bd70d5-a3c2-46af-b6ad-fb9365b5cdc0,01,LOT-0000,,,,DEU
fa3b2024-c9bd-45dc-89a1-59df6965bc46,01,,"Oldenburg (Oldb), Industriestraße 1A",26121,DE943,DEU
fa3b2024-c9bd-45dc-89a1-59df6965bc46,01,LOT-0001,"Oldenburg (Oldb), Industriestraße 1A",26121,DE943,DEU
a1922220-370b-4b20-9468-db1dcc39e4e2,01,,Hohenbrunn,85662,DE21H,DEU
a1922220-370b-4b20-9468-db1dcc39e4e2,01,LOT-0001,Hohenbrunn,85662,DE21H,DEU
d8a37cbb-1fd9-4cdc-be92-43d9784ee74e,01,,,,DE116,DEU
d8a37cbb-1fd9-4cdc-be92-43d9784ee74e,01,LOT-0001,,,DE116,DEU
ddda550b-8e79-492f-8c1c-1f8558261896,01,,Arnstadt,99310,DEG0T,DEU
ddda550b-8e79-492f-8c1c-1f8558261896,01,LOT-0001,Arnstadt,99310,DEG0T,DEU
ddda550b-8e79-492f-8c1c-1f8558261896,01,LOT-0002,Arnstadt,99310,DEG0T,DEU
ddda550b-8e79-492f-8c1c-1f8558261896,01,LOT-0003,Arnstadt,99310,DEG0T,DEU
ab1a2196-3b3e-400c-88a6-8b410e918be1,01,,Lüdenscheid,,DEA58,DEU
ab1a2196-3b3e-400c-88a6-8b410e918be1,01,LOT-0001,Lüdenscheid,,DEA58,DEU
d9f6395a-527b-49cd-a0ec-bf43a062cdf0,01,,Lisberg / Trabelsdorf,96170,DE245,DEU
d9f6395a-527b-49cd-a0ec-bf43a062cdf0,01,LOT-0001,Lisberg / Trabelsdorf,96170,DE245,DEU
89cb5b35-440d-4641-86a9-c4d96eb3adc6,01,,,,,DEU
89cb5b35-440d-4641-86a9-c4d96eb3adc6,01,LOT-0000,,,,DEU
9ae1067f-71f7-4ef3-874e-52d6c4dcad8c,01,,Wolfhagen,,DEA22,DEU
9ae1067f-71f7-4ef3-874e-52d6c4dcad8c,01,LOT-0001,Wolfhagen,,DEA22,DEU
9ae1067f-71f7-4ef3-874e-52d6c4dcad8c,01,LOT-0002,Wolfhagen,,DEA22,DEU
2a65f837-7dff-4d67-8571-a798cef1350f,01,,,,,
2a65f837-7dff-4d67-8571-a798cef1350f,01,LOT-0001,,,,
2a65f837-7dff-4d67-8571-a798cef1350f,01,LOT-0002,,,,
41d7ac31-f585-4156-af42-5415f9f2b774,01,,"München, Elisabeth-Stoeber-Str. 50",81377,DE212,DEU
41d7ac31-f585-4156-af42-5415f9f2b774,01,LOT-0000,"München, Elisabeth-Stoeber-Str. 50",81377,DE212,DEU
1d7eb9ce-d42c-41f0-a4f3-1cc0c4d87e20,01,,Braunfels,35619,DE722,DEU
1d7eb9ce-d42c-41f0-a4f3-1cc0c4d87e20,01,LOT-0000,Braunfels,35619,DE722,DEU
6b20f242-021d-4a08-8e14-0fc9b29a4e17,01,,Barendorf,21397,DE935,DEU
6b20f242-021d-4a08-8e14-0fc9b29a4e17,01,LOT-0000,Barendorf,21397,DE935,DEU
947fc897-edd4-43ea-b443-63e8d47a9149,01,,Bielefeld,,DEA41,DEU
947fc897-edd4-43ea-b443-63e8d47a9149,01,LOT-0001,Bielefeld,,DEA41,DEU
947fc897-edd4-43ea-b443-63e8d47a9149,01,LOT-0002,Bielefeld,,DEA41,DEU
f25e66fd-bd2e-4aea-b339-b37895bbf089,01,,Stuttgart,70629,DE111,DEU
f25e66fd-bd2e-4aea-b339-b37895bbf089,01,LOT-0001,Stuttgart,70629,DE111,DEU
d44abc03-50f0-4083-aab5-466efac05753,01,,Landau In Der Pfalz,76829,DEB33,DEU
d44abc03-50f0-4083-aab5-466efac05753,01,LOT-0000,Landau In Der Pfalz,76829,DEB33,DEU
ed4e3ad6-5358-410f-8b45-9cbba1f7afef,01,,Herzberg/Elster,04916,DE407,DEU
ed4e3ad6-5358-410f-8b45-9cbba1f7afef,01,LOT-0001,Herzberg/Elster,04916,DE407,DEU
ed4e3ad6-5358-410f-8b45-9cbba1f7afef,01,LOT-0002,Herzberg/Elster,04916,DE407,DEU
ed4e3ad6-5358-410f-8b45-9cbba1f7afef,01,LOT-0003,Herzberg/Elster,04916,DE407,DEU
ed4e3ad6-5358-410f-8b45-9cbba1f7afef,01,LOT-0004,Herzberg/Elster,04916,DE407,DEU
40c92953-19e6-4dd6-beac-39c302fd25cc,01,,,,DE929,DEU
40c92953-19e6-4dd6-beac-39c302fd25cc,01,LOT-0000,,,,DEU
49d4a12a-7b77-437a-a031-1d1260b427a4,01,,Kürten,51515,DEA2B,DEU
49d4a12a-7b77-437a-a031-1d1260b427a4,01,LOT-0001,Kürten,51515,DEA2B,DEU
afeff892-c330-4fb8-973c-6b65d1d3c1c1,01,,Hamburg,,DE600,DEU
afeff892-c330-4fb8-973c-6b65d1d3c1c1,01,LOT-0001,Hamburg,,DE600,DEU
49272a08-0469-437d-bf1f-ba641417f443,01,,Frankfurt Am Main,60486,DE712,DEU
49272a08-0469-437d-bf1f-ba641417f443,01,LOT-0000,Frankfurt Am Main,60486,DE712,DEU
01a0a3e8-422f-4756-96c5-d2a2a05e53bf,01,,Annaberg-Buchholz,09456,DED42,DEU
01a0a3e8-422f-4756-96c5-d2a2a05e53bf,01,LOT-0001,Annaberg-Buchholz,09456,DED42,DEU
76042013-ac39-4932-9f1a-4656a0011b6b,01,,Nürnberg Bis Bamberg; Nürnberg Bis Würzburg Und Netzbezirk Würzburg,90402,DE254,DEU
76042013-ac39-4932-9f1a-4656a0011b6b,01,PAR-0001,Nürnberg Bis Bamberg; Nürnberg Bis Würzburg Und Netzbezirk Würzburg,90402,DE254,DEU
a9f62a24-31b1-425a-b9aa-ca085ced8bf4,01,,Stadt Recklinghausen,'-,DEA36,DEU
a9f62a24-31b1-425a-b9aa-ca085ced8bf4,01,LOT-0000,Stadt Recklinghausen,'-,DEA36,DEU
20176d84-f18c-4068-b17c-d013cf0cfe0f,01,,Schkopau,06258,DEE0B,DEU
20176d84-f18c-4068-b17c-d013cf0cfe0f,01,LOT-0000,Schkopau,06258,DEE0B,DEU
eeb9ef5a-0b01-43d5-8496-53b81772b15d,01,,Rothenburg O.D.T.,91541,DE256,DEU
eeb9ef5a-0b01-43d5-8496-53b81772b15d,01,LOT-0001,91541,Rothenburg,DE256,DEU
eeb9ef5a-0b01-43d5-8496-53b81772b15d,01,LOT-0002,Rothenburg O.Dt.,91541,DE256,DEU
e4f3839a-4932-42c0-9b85-f1745d43c9c6,01,,,,,DEU
e4f3839a-4932-42c0-9b85-f1745d43c9c6,01,LOT-0000,,,,DEU
a040d776-b7d8-40d6-81c9-b50e1aa6daeb,01,,Tarp,24963,DEF0C,DEU
a040d776-b7d8-40d6-81c9-b50e1aa6daeb,01,LOT-0001,Tarp,24963,DEF0C,DEU
9ad7cb70-56ac-4e93-ad85-e249a639d263,01,,Berlin,10115,DE300,DEU
9ad7cb70-56ac-4e93-ad85-e249a639d263,01,LOT-0000,Berlin,10115,DE300,DEU
f1c9a3f9-c8d4-42b4-9e98-1838d72567e0,01,,Buseck,35418,DE721,DEU
f1c9a3f9-c8d4-42b4-9e98-1838d72567e0,01,LOT-0001,Buseck,35418,DE721,DEU
2a892d69-436e-4ab9-b235-22191b2a0817,01,,Mainz,,DEB35,DEU
2a892d69-436e-4ab9-b235-22191b2a0817,01,LOT-0001,Mainz,,DEB35,DEU
0a1d2ce8-8ee7-4d56-a411-9ddfdfcad7f9,01,,Braunfels,35619,DE722,DEU
0a1d2ce8-8ee7-4d56-a411-9ddfdfcad7f9,01,LOT-0000,Braunfels,35619,DE722,DEU
a98df0ee-02df-4926-a699-f0264bc70ae4,01,,Bremen,28239,DE501,DEU
a98df0ee-02df-4926-a699-f0264bc70ae4,01,LOT-0000,Bremen,28239,DE501,DEU
2c665769-7e2e-4628-991e-28dcf9c3821a,01,,Icking,82057,DE216,DEU
2c665769-7e2e-4628-991e-28dcf9c3821a,01,LOT-0000,Icking,82057,DE216,DEU
1ccd2bd7-0f11-41f1-899f-4de6866a4092,01,,,,DEG03,DEU
1ccd2bd7-0f11-41f1-899f-4de6866a4092,01,LOT-0000,,,DEG03,DEU
a9485f5f-9d7f-4d89-b14e-948fc88864b9,01,,Rostock - Bramow,18069,DE803,DEU
a9485f5f-9d7f-4d89-b14e-948fc88864b9,01,LOT-0001,Rostock - Bramow,18069,DE803,DEU
38cb1b71-db55-447b-9dcf-7928fa9b9652,01,,Konz,54329,DEB25,DEU
38cb1b71-db55-447b-9dcf-7928fa9b9652,01,LOT-0001,Konz,54329,DEB25,DEU
38cb1b71-db55-447b-9dcf-7928fa9b9652,01,LOT-0002,Konz,54329,DEB25,DEU
38cb1b71-db55-447b-9dcf-7928fa9b9652,01,LOT-0003,Konz,54329,DEB25,DEU
4c995852-f3a4-4bec-b31c-16ee0f73a0e2,01,,Gladbeck,,DEA36,DEU
4c995852-f3a4-4bec-b31c-16ee0f73a0e2,01,LOT-0001,Gladbeck,,DEA36,DEU
68ed286a-7dcd-4fa8-8fe1-cef357b78bb9,01,,,,,
68ed286a-7dcd-4fa8-8fe1-cef357b78bb9,01,LOT-0001,,,,
68ed286a-7dcd-4fa8-8fe1-cef357b78bb9,01,LOT-0002,,,,
68ed286a-7dcd-4fa8-8fe1-cef357b78bb9,01,LOT-0003,,,,
68ed286a-7dcd-4fa8-8fe1-cef357b78bb9,01,LOT-0004,,,,
d67d21b0-4b54-4ba6-96e2-3b6b23819299,01,,Gronau,48599,DEA34,DEU
d67d21b0-4b54-4ba6-96e2-3b6b23819299,01,LOT-0001,Gronau,48599,DEA34,DEU
1b85bfe4-fb5b-49bb-84de-474fa2eb9ef5,01,,Gundelfingen,79194,DE132,DEU
1b85bfe4-fb5b-49bb-84de-474fa2eb9ef5,01,LOT-0001,Gundelfingen,79194,DE132,DEU
adbbb2a3-a548-485c-b584-b649f0cff1b3,01,,Bremen,28779,DE501,DEU
adbbb2a3-a548-485c-b584-b649f0cff1b3,01,LOT-0000,Bremen,28779,DE501,DEU
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,,Landkreis Mainz-Bingen,,DEB3J,DEU
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,,Landkreis Bad Kreuznach,,DEB14,DEU
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0001,Landkreis Mainz-Bingen,,DEB3J,DEU
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0001,Landkreis Bad Kreuznach,,DEB14,DEU
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0002,Landkreis Mainz-Bingen,,DEB3J,DEU
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0002,Landkreis Bad Kreuznach,,DEB14,DEU
5cbe1b0e-18eb-4c76-90b1-d36ed71801c1,01,LOT-0003,Landkreis Mainz-Bingen,,DEB3J,DEU
