noticeIdentifier,noticeVersion,lotIdentifier,suitableForSMEs
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0021,False
dc92350b-924f-472a-8ea4-53cee8ca4be7,01,LOT-0001,True
0ae13d17-8a39-4471-8be3-4cd0f7b60d7f,01,LOT-0000,True
47e9847c-09f7-46c9-8624-15b5de8a8f62,01,LOT-0001,
47e9847c-09f7-46c9-8624-15b5de8a8f62,01,LOT-0002,
e6363aeb-0f90-4733-b245-4001b55ec7e6,01,LOT-0001,
8ddab506-cf1b-4137-8c4e-d9def6330a29,01,LOT-0000,
e2adf39c-21d6-4694-b513-9f76df32f968,01,LOT-0000,
dbcf653b-8029-4098-a109-9b62fa738deb,01,LOT-0000,
d18415b2-37c4-4bb8-bca6-73e36fa44adf,01,LOT-0001,
de39d29e-8132-47bb-a227-fe06507d0371,01,LOT-0001,True
763c3a53-9692-49bb-add0-43db1fd0f91d,01,LOT-0001,
810e6512-9092-4f9a-a6ab-93befebd7864,01,LOT-0001,True
d29a2896-ac0d-4e81-87ca-6bca68477b0e,01,LOT-0001,False
69f42806-87d3-4f16-88fb-96f6bdee1dc0,01,LOT-0001,True
6b0f4674-e061-4675-a513-14d54862e182,01,LOT-0001,
95906661-a883-4219-9c5f-e89d254ce70b,01,LOT-0001,
f9402825-f213-40c8-8453-1ad29277d8f7,01,LOT-0000,
8af347ed-e0b4-414f-8662-44a1be1556e0,01,LOT-0001,
06d24af2-412b-48d0-b33c-74005b9380fe,01,LOT-0001,False
9506b95b-d588-4533-82ec-3e555f728b64,01,LOT-0001,False
9506b95b-d588-4533-82ec-3e555f728b64,01,LOT-0002,False
9506b95b-d588-4533-82ec-3e555f728b64,01,LOT-0003,False
9506b95b-d588-4533-82ec-3e555f728b64,01,LOT-0004,False
9506b95b-d588-4533-82ec-3e555f728b64,01,LOT-0005,False
20133507-4613-4ebd-95da-8a2f57f0d895,01,LOT-0001,
6022c182-3498-4ed0-9f3e-56e8ed37b231,01,LOT-0000,True
de65c969-dd52-4814-9c62-5b1b54856a7a,01,LOT-0000,False
b8978155-5df0-4743-a47b-17b326208f78,01,LOT-0001,False
0cd5762f-6d15-42d5-bb02-89240c990c72,01,LOT-0001,False
0cd5762f-6d15-42d5-bb02-89240c990c72,01,LOT-0002,False
638de82a-f853-4b99-b7f6-276f72d8f122,01,LOT-0001,
8850e2ed-8211-4877-8ce3-ab6cabf3515f,01,LOT-0001,True
625720a2-3dcb-4a88-b391-48aa63d0a10f,01,LOT-0001,False
dd8c3ec5-5ab2-46cc-b703-5ad9f5ae6000,01,LOT-0001,
d86840df-3303-4c19-a3d3-777ee6813b73,01,LOT-0000,False
a72e859e-1800-4833-813a-9247ffdf31e7,01,LOT-0001,
49715446-c1da-4691-9ef4-4f898af7c008,01,LOT-0000,
4c8b8d25-5ca8-4a24-af95-19a6f5a0b651,01,LOT-0000,
d617515d-c861-42af-a1db-efb077422ddd,01,LOT-0001,False
48ad93c1-a5ef-48ec-b699-689d0bc29a11,01,LOT-0001,
8eece87c-c8ed-4c58-8424-4bfc2e480153,01,LOT-0001,
a01b6767-8cce-49dc-b347-29b2254182ba,01,LOT-0001,
a01b6767-8cce-49dc-b347-29b2254182ba,01,LOT-0002,
a01b6767-8cce-49dc-b347-29b2254182ba,01,LOT-0003,
ea0e049a-a32c-4310-aeb3-6f1f61ea8b6c,01,LOT-0001,
2f3259ec-494a-445b-8973-8e88ea4d982b,01,LOT-0000,True
5d629036-f05a-4442-bf94-3393a3cbddba,01,LOT-0001,False
5d629036-f05a-4442-bf94-3393a3cbddba,01,LOT-0002,False
8d4a29da-6d95-436d-a0f7-26429bbf0f10,01,LOT-0001,False
8d4a29da-6d95-436d-a0f7-26429bbf0f10,01,LOT-0002,False
8d4a29da-6d95-436d-a0f7-26429bbf0f10,01,LOT-0003,False
ec8e8be2-d6eb-4729-8d2d-09bbef6c68a8,01,LOT-0001,True
bcc8ba50-6f9a-4203-b1b0-8e47f17b1d21,01,LOT-0001,True
443b1f65-33e9-470e-a0d4-bdfbe75a3894,01,LOT-0001,
443b1f65-33e9-470e-a0d4-bdfbe75a3894,01,LOT-0002,
58eb916b-42e7-4bae-a968-f2441fbbdf8e,01,LOT-0001,
5b4b6b5d-0392-497a-9434-6a4c80f1c9ed,01,LOT-0000,
6567e7d7-a73f-4743-95cc-1d79924e3da6,01,LOT-0001,
fd32bf75-380b-4526-8219-1452e28c6aab,01,LOT-0000,False
6f53dfab-2e5b-4d3c-8c90-51b0e179ed28,01,LOT-0001,False
6f53dfab-2e5b-4d3c-8c90-51b0e179ed28,01,LOT-0002,False
455f167a-a4f5-4731-9358-f35e7a72bbd8,01,LOT-0001,
c1420ad3-d5ad-45b3-aebd-ed9669ffe8fa,01,LOT-0001,False
d2d48dc2-f531-4bcd-999c-62b90579b79f,01,LOT-0001,
d2d48dc2-f531-4bcd-999c-62b90579b79f,01,LOT-0002,
d2d48dc2-f531-4bcd-999c-62b90579b79f,01,LOT-0003,
d2d48dc2-f531-4bcd-999c-62b90579b79f,01,LOT-0004,
915313db-1a99-4a68-802f-f0707033240b,01,LOT-0000,False
ed6675ff-7b24-4be8-8fe8-77d6714633f2,01,LOT-0001,False
326d396e-a357-4ff6-8360-829eeff56814,01,LOT-0000,False
4214b1f1-d072-4fe2-86a9-354f62166769,01,LOT-0000,False
5bb66845-fee5-49e6-b2c8-f3077fa3ed32,01,LOT-0001,
5efadda4-49d5-4acd-b026-868aa4239f3f,01,LOT-0001,
2ab32f0d-71a0-48ea-b7ce-574864ea9f96,01,LOT-0001,
19567368-13c7-4717-8adf-135ddae9aea6,01,LOT-0001,
a6cbee04-9b79-44b1-bc02-954157bf1acc,01,LOT-0001,
5262ea32-c945-4313-b24a-e1dc8ce0c833,01,LOT-0001,True
5262ea32-c945-4313-b24a-e1dc8ce0c833,01,LOT-0002,True
c02d75ff-4f73-41c3-8746-ab67f279f46b,01,LOT-0001,True
9c21c7b4-fd30-4a13-b41c-fd92aa83e5f8,01,LOT-0001,True
9c21c7b4-fd30-4a13-b41c-fd92aa83e5f8,01,LOT-0002,True
325cac3c-ba5f-4058-8524-ec5a6b5562c7,01,LOT-0001,
4466d3d1-354c-4dfd-80f1-470c81110cc7,01,LOT-0001,
a450274a-fe7c-4dc9-99e0-a78b2904e3dd,01,LOT-0001,
d9ab1893-476e-41db-ad82-62adfc75f439,01,LOT-0000,
1cbc2be9-77e9-4ffa-9a20-800fad6e93c3,01,LOT-0000,
a5a8d359-ffca-4d30-8c7f-1be5e578381a,01,LOT-0000,
cbc38ace-ae5a-48fb-826f-0e56e65dcf44,01,LOT-0000,
cc2d829a-34b8-48aa-a872-94a33787ac01,01,LOT-0001,
722a34d1-9a70-44a5-b131-3aa7cecb3bf0,01,LOT-0001,True
722a34d1-9a70-44a5-b131-3aa7cecb3bf0,01,LOT-0002,True
9826794f-f8d4-41f5-94ae-1471d8dd3eaf,01,LOT-0001,False
2cd44b0b-edc9-4120-b18a-2d8c35a43d9a,01,LOT-0001,True
af662d6d-6dd9-47a9-b947-69930e5be98a,01,LOT-0001,
76a4abec-70c6-4ed9-84f2-9cc496ac0c8d,01,LOT-0001,
09b85bf3-4637-4ffe-b72a-f4a851f18c50,01,LOT-0000,True
b8ee89a5-dff2-4f48-8e18-3179c15c7176,01,LOT-0000,
f913dfbe-62c2-4805-8fe3-57bcb9b041c4,01,LOT-0001,True
508ca28a-585d-4af7-ae3e-01f3b25617b3,01,LOT-0001,
508ca28a-585d-4af7-ae3e-01f3b25617b3,01,LOT-0002,
b96be751-fb7a-4b0e-8c51-95cf2f0b6932,01,LOT-0001,
f9dc1e05-3689-41bc-b82b-4ebe5fc1ffb5,01,LOT-0001,True
2cffc857-8981-4b4c-b243-57cfade63ceb,01,LOT-0000,
1287fcbe-fcb9-41ca-bf3c-a0de9daf4b9e,01,LOT-0000,False
f439fc31-d3e0-4ed6-b2be-171c7602f2de,01,LOT-0001,
1ab5d1a7-fe8d-419a-9db7-79d39fe0c7e2,01,LOT-0000,
5cff7c10-1e0e-4abe-8f0b-b6345a1362a0,01,LOT-0000,False
ff2104f9-1865-47f2-9eb6-492ec5350a0f,01,LOT-0000,
01a0a407-b934-4e84-9bc5-759b0283b54d,01,LOT-0001,False
01a0a407-b934-4e84-9bc5-759b0283b54d,01,LOT-0002,False
c9741f16-aea4-4b1f-905d-999a6eff6661,01,LOT-0001,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,LOT-0002,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,LOT-0003,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,LOT-0004,
c9741f16-aea4-4b1f-905d-999a6eff6661,01,LOT-0005,
7cf2f3fd-2cfd-4bdc-a91f-0617a3c607bb,01,LOT-0000,True
dd867525-7c3b-4ca7-be75-717b59eb4294,01,LOT-0001,True
4c0e180b-bc9a-43e6-bac7-35fc4082df54,01,LOT-0001,
50d1e5cc-c1ae-45b5-a685-505c1595d0c8,01,LOT-0000,True
a9cb14a8-596e-478a-a3e9-d94670549370,01,LOT-0000,True
ce81ab80-ec22-4e38-96c7-a762aaf4761a,01,LOT-0000,
154276a1-4b77-4421-affc-870c5617d15b,01,LOT-0000,
8bb86434-f323-438c-b410-688eea1e9382,01,LOT-0000,
44c726f4-e15d-43d3-84a5-0ceb2ecbff2a,01,LOT-0000,True
b225ac0d-7f96-4f8c-b700-3633e085621c,01,LOT-0000,
bf6239ed-5f02-4dd1-9d8d-7772fcc8eee0,01,LOT-0000,True
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,LOT-0008,
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,LOT-0009,
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,LOT-0011,
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,LOT-0012,
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,LOT-0013,
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,LOT-0017,
e79bb7f2-a797-4169-abb8-05686d80f70c,01,LOT-0000,
9fab6856-357f-44cb-a8f7-1b3a015751da,01,LOT-0000,
49e40c9c-e25d-42bb-a417-c5e2c40be8b5,01,LOT-0001,False
49e40c9c-e25d-42bb-a417-c5e2c40be8b5,01,LOT-0002,False
49e40c9c-e25d-42bb-a417-c5e2c40be8b5,01,LOT-0003,False
1bc79d4d-4082-437e-9e3a-1e7a5bfcbe89,01,LOT-0001,
24f04cdc-1d87-4457-9ca5-1dfd450fe67b,01,LOT-0001,False
3c19ff19-7593-4294-ada0-ad71fa55a8f1,01,LOT-0000,False
4a448abd-7f1f-4052-987f-f9aea3df2fb9,01,LOT-0001,False
6c6fdea1-a35c-496f-ba69-5853b8cf1ed4,01,LOT-0001,False
6c6fdea1-a35c-496f-ba69-5853b8cf1ed4,01,LOT-0002,False
6c6fdea1-a35c-496f-ba69-5853b8cf1ed4,01,LOT-0003,False
6c6fdea1-a35c-496f-ba69-5853b8cf1ed4,01,LOT-0004,False
6c6fdea1-a35c-496f-ba69-5853b8cf1ed4,01,LOT-0005,False
6c6fdea1-a35c-496f-ba69-5853b8cf1ed4,01,LOT-0006,False
6c6fdea1-a35c-496f-ba69-5853b8cf1ed4,01,LOT-0007,False
ea6b8124-9d3e-47b1-8200-425ac8a738d0,01,LOT-0001,
0f82d9af-1042-4efa-bedb-f3d607ed98fe,01,LOT-0000,True
d62756f0-2007-4111-b118-e5f44c943b18,01,LOT-0001,False
cf7fd649-8c6c-4db7-aeaa-8b6adf173b11,01,LOT-0000,
bb722a54-0ab3-4fed-ab47-3f00b6ada783,01,LOT-0001,True
5f734b5e-89a1-4d03-87e5-eb2f15ad7a35,01,LOT-0001,False
069f2e57-7452-4eec-8c81-59e0faf49d5e,01,LOT-0001,
c1fccf1b-9a52-4960-a3e3-1066df557382,01,LOT-0001,
7b2a1a74-b527-473f-a088-7888d6e200fb,01,LOT-0001,True
7b2a1a74-b527-473f-a088-7888d6e200fb,01,LOT-0002,True
7b2a1a74-b527-473f-a088-7888d6e200fb,01,LOT-0003,True
7b2a1a74-b527-473f-a088-7888d6e200fb,01,LOT-0004,True
7b2a1a74-b527-473f-a088-7888d6e200fb,01,LOT-0005,True
7b2a1a74-b527-473f-a088-7888d6e200fb,01,LOT-0006,True
7b2a1a74-b527-473f-a088-7888d6e200fb,01,LOT-0007,True
26f1848e-d8d5-4ae3-8b0c-6dca3e4bee79,01,LOT-0001,
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,LOT-0001,
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,LOT-0002,
56833ea5-58df-41b1-8b93-69c32e3b776d,01,LOT-0001,
ccfe1ec7-0145-4cc5-a866-6058305a1906,01,LOT-0001,True
719c0678-a8c7-4e34-9073-1ea5837a8f61,01,LOT-0000,False
89f97a08-7e7c-47ff-a36b-8cf22b175cac,01,LOT-0001,
255a6420-e1db-4b4a-bd00-02847c49b7bd,01,LOT-0000,
fef55906-ff0b-49ed-baed-06312268141a,01,LOT-0001,
6a072c36-ff4e-4e01-9d2f-c3849aff79cd,01,LOT-0001,
8db0b259-4bac-4cdb-914d-e4d1c3fdccb2,01,LOT-0000,True
a9a85eaa-02be-4d44-9519-cd119a5374cc,01,LOT-0000,True
ea8f1a43-9513-41a0-8a4d-0cd582862db3,01,LOT-0001,
ea399951-3dbe-4ef5-bed6-49aca30291ac,01,LOT-0000,
d54ec781-962f-409c-a82b-f09e4e169ca3,01,LOT-0001,
232a86f2-44bc-4701-b740-2c7275873a1f,01,LOT-0001,
232a86f2-44bc-4701-b740-2c7275873a1f,01,LOT-0002,
232a86f2-44bc-4701-b740-2c7275873a1f,01,LOT-0003,
232a86f2-44bc-4701-b740-2c7275873a1f,01,LOT-0004,
232a86f2-44bc-4701-b740-2c7275873a1f,01,LOT-0005,
232a86f2-44bc-4701-b740-2c7275873a1f,01,LOT-0006,
f97fbca6-d36d-409a-8a03-ef03a38df3de,01,LOT-0001,True
f97fbca6-d36d-409a-8a03-ef03a38df3de,01,LOT-0002,True
f97fbca6-d36d-409a-8a03-ef03a38df3de,01,LOT-0003,True
f97fbca6-d36d-409a-8a03-ef03a38df3de,01,LOT-0004,True
57ece606-117a-426d-a888-4af660b56f3e,01,LOT-0000,
2084d52a-b36f-405e-9d0f-155d89d95f94,01,LOT-0000,False
04867f6b-9686-4e52-a263-3c1b27c0f00a,01,LOT-0001,False
cb625fd4-998b-4104-9f7e-0c2c66a7c16d,01,LOT-0000,True
cb4cb836-775d-4166-864b-3717c808efc8,01,LOT-0001,False
9217b00b-6110-4ee9-abd6-26cc9165de60,01,LOT-0001,False
f44ac8af-3eef-4a35-9414-dfa76e528ad8,01,LOT-0000,True
1f83280b-0311-4e2f-a22c-6d2457cfbcee,01,LOT-0001,True
fab52f0b-58ae-47ed-bbbc-1d3829b47040,01,LOT-0000,True
88b94f05-7399-428a-bda2-74ab08ab3d07,01,LOT-0001,False
b34d0781-ea79-41ab-9907-370f83e79047,01,LOT-0001,False
29c7ca20-b67c-40b2-87ac-9686db66acaa,01,LOT-0000,
ff2ff8ed-94f5-47d4-9a40-d6363f5f5c5e,01,LOT-0000,True
1622ff00-ae42-4b30-b534-ad41942e1e65,01,LOT-0001,True
ca39dcd9-6735-4eeb-a7ec-a3d84ce6d3d3,01,LOT-0001,True
f0c5d53b-9cb6-47fe-9daf-310dfde71f38,01,LOT-0000,
71ed154a-f1b0-4a9f-99e4-3f8e18f561af,01,LOT-0000,True
5b6d92e9-a4ab-4d47-90c0-342cc5774de2,01,LOT-0001,
aac2dd05-c839-4c68-baeb-784225a7c0be,01,LOT-0001,
56123ce9-7570-44f8-898c-ccbf61ddfdba,01,LOT-0001,
56123ce9-7570-44f8-898c-ccbf61ddfdba,01,LOT-0002,
a4cd7a04-bb82-447d-80ff-207898189a11,01,LOT-0000,
b9aa34b4-b93b-4a35-a684-baa083456b4c,01,LOT-0000,False
50a582d8-d1af-4637-9eb5-ca6378a99bb9,01,LOT-0001,False
50a582d8-d1af-4637-9eb5-ca6378a99bb9,01,LOT-0002,False
50a582d8-d1af-4637-9eb5-ca6378a99bb9,01,LOT-0003,False
50a582d8-d1af-4637-9eb5-ca6378a99bb9,01,LOT-0004,False
3ee3ffd5-8ec5-4510-b21e-a9c074591fec,01,LOT-0000,True
a5670d06-f5c1-44a2-b02e-d00fe844880e,01,LOT-0000,True
a5111cb1-0261-42d7-98a0-a1b063e9b896,01,LOT-0001,False
a5111cb1-0261-42d7-98a0-a1b063e9b896,01,LOT-0002,False
3747dc6f-9c33-4dc6-83af-6504813c09b1,01,LOT-0001,
3446a559-15f9-491b-8476-6d32e4154c93,01,LOT-0001,
3090317f-1aac-40b4-8d54-b45d4f559a78,01,LOT-0001,
1e8e8e86-5c2f-497f-9865-460e2e1cb375,01,LOT-0001,
a00511c6-9a64-4118-811c-0f238982651a,01,LOT-0001,
381fc019-557a-4388-a9a4-a8e7afcb1741,01,LOT-0001,
fad97142-b443-4bd9-b7aa-c486345187b3,01,LOT-0000,
db18829c-a80e-45d8-bacf-cf1745f3b6d5,01,LOT-0001,
a19b0eb5-b850-4dc3-b4db-d7ec9049bb26,01,LOT-0001,True
e4d3e324-99ba-4975-82a6-24cd59e5aec6,01,LOT-0000,True
8176dc60-b619-471e-9097-2d25509222c4,01,LOT-0001,True
51971ae6-9e49-4e37-ae18-5812dd49561d,01,LOT-0000,
54760ccf-db92-421d-bbc0-d3a3052c6575,01,LOT-0001,
a9c762b8-ce8e-4981-b4e8-ee9246ced7f2,01,LOT-0001,False
f51cf9c9-f534-4b55-b11e-79c7e00fc1b2,01,LOT-0001,
7576de88-72a4-4142-9bc0-0348aef4d44f,01,LOT-0001,False
cb21b5cc-64db-4789-b17e-206767fe07e0,01,LOT-0001,True
a4bf01d3-eaf4-444c-b103-dc7f10e6d150,01,LOT-0001,True
c454fa91-86f5-4f3c-9109-a3bc53e13198,01,LOT-0000,True
abad8933-5d48-4692-87a6-59a6da346543,01,LOT-0001,True
ef21858d-19ec-4f13-b58a-a4e0c55551ed,01,LOT-0001,False
29715cba-4b1c-4a79-a013-53b23c164720,01,LOT-0001,
01a0a4f7-beff-412f-9087-3edc6bf9153e,01,LOT-0001,True
5a6e71b2-0412-41b8-842d-68c99c9ed184,01,LOT-0001,False
1c27c316-9b14-4594-907e-d95f38ed204e,01,LOT-0000,
3fdeb952-ef6e-40e5-a887-a7e2b7cf662f,01,LOT-0001,True
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,LOT-0001,
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,LOT-0002,
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,LOT-0003,
2f19d346-0db3-412c-b8a2-9dd0c007b0a8,01,LOT-0004,
2a55e205-4e71-40a0-ac8c-75e8bb465205,01,LOT-0001,False
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0001,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0002,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0003,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0004,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0005,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0006,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0007,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0008,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0009,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0010,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0011,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0012,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0013,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0014,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0015,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0016,True
991ad645-b124-416b-b5f9-d364a221823d,01,LOT-0017,True
97342522-2e60-41ee-b63e-7fd68f818a0c,01,LOT-0001,True
5b29187c-30f5-4ea0-b7d0-5a2195b18ade,01,LOT-0001,True
6db5929d-a517-43ed-9fe9-fb670fd9e694,01,LOT-0001,
75a604da-489d-4c11-8fa6-c21c913fafa8,01,LOT-0001,False
7dbb6c22-daf6-4e56-946f-922a05548229,01,LOT-0001,
89046bbd-88d4-4d33-b75e-6499e7d1c3ff,01,LOT-0001,True
ec83e767-8a08-4384-b1f9-7c970236efa0,01,LOT-0001,
48badf3d-488b-4187-a932-53f825f535a7,01,LOT-0000,True
ababf43b-da83-4689-bf19-3f25a3f96273,01,LOT-0000,True
6eed375a-5cb3-4ea3-8c0e-467f90e25ca1,01,LOT-0000,
80675cc9-565a-4b93-816d-55b5930a0bb8,01,LOT-0001,
79800511-1d4b-4ad3-8c60-fd255ab125b3,01,LOT-0001,
d31e5a38-d43a-4547-8973-c3590bacd62e,01,LOT-0001,
d31e5a38-d43a-4547-8973-c3590bacd62e,01,LOT-0002,
9938303e-ed44-4a45-aa29-1702c0edcd58,01,LOT-0001,False
b64ce675-d41d-4740-be94-e6472a525ea9,01,LOT-0001,
7f82f565-4dd7-47a0-b5d2-8365820afd12,01,LOT-0001,False
ad9eaa7a-3247-485c-859d-ec19a1263c6b,01,LOT-0001,
655042ea-1acb-49b4-af80-c050e20f7f66,01,LOT-0001,True
4f079692-fb67-4402-9761-f9a98b5ae938,01,LOT-0001,True
2c604aa0-56c3-4cdd-80eb-ff20350a7e4d,01,LOT-0000,False
830c6da5-b6b1-4631-a98e-1f52d628be32,01,LOT-0001,
6726f720-afb1-4713-9d79-16afcdf8bc54,01,LOT-0000,
d17d31d5-55ce-45a3-8044-d38ba241649a,01,LOT-0000,False
7c2448be-ac15-4f24-a1e8-fd2d19926919,01,LOT-0001,False
e1f56e28-697e-4bd0-be6c-ee7320bd1a4f,01,LOT-0001,True
e1f56e28-697e-4bd0-be6c-ee7320bd1a4f,01,LOT-0002,True
c0fea23b-3299-4f7d-81f9-bd0dbeff808f,01,LOT-0000,False
ef80485e-9b72-4f69-8fac-b1ca556c920b,01,LOT-0001,True
7c14f33e-7463-4d67-aec2-1d0904c78a73,01,LOT-0000,False
4a5efa8c-4b06-4b5e-82bb-feac20ff8346,01,PAR-0001,True
bf0fdfde-8f62-4b1a-a947-5a92338c95b6,01,LOT-0000,
a7170bc7-df89-4c34-ad0c-377bea21c268,01,LOT-0001,
9449fe06-b7d5-450b-a214-cb1984fff69b,01,LOT-0000,False
542983ed-6b28-4ae0-bc34-9721fa8b95d4,01,LOT-0001,False
2fef9971-9508-4941-98cb-7c449a31e82e,01,LOT-0000,True
d34f17c2-ba49-4106-a620-f9f6ef327863,01,LOT-0001,True
c92fe955-e074-45e2-b270-ab63af8a6e30,01,LOT-0001,
846aa4fb-948a-48cf-9b6f-0b9d5add1ffa,05,LOT-0000,True
ec07ce3b-6024-4d6e-b732-6f5218b332b4,02,LOT-0001,
4f135c7e-421a-4a18-96b3-42acb5886bd3,02,LOT-0001,False
2e39367e-8a41-4431-a32e-ad0a284f236e,02,LOT-0001,
2ae1cd41-6e2c-4ea0-880f-730fbc13c727,01,LOT-0000,False
c3c3c991-ddef-4be9-8019-79e0977619b1,01,LOT-0001,
ed9237f6-d2c2-4613-be5a-13617329b435,02,LOT-0001,True
9c08a1ab-83d4-49e8-a1d2-0cba0d37ceaa,01,LOT-0001,True
8a5794f3-558e-4156-86a7-1950acb1d1e6,01,LOT-0000,
ac66cbd7-4e75-4d04-a276-96c26831c4b1,01,LOT-0001,
01a0a4d3-42d3-44f0-b13d-d8b56e99fc69,01,LOT-0001,
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0001,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0002,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0003,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0004,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0005,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0006,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0007,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0008,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0009,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0010,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0011,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0012,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0013,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0014,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0015,True
78d1a7ca-9cba-4604-87cb-316487d61edd,01,LOT-0016,True
f7488eee-a1ed-4f47-b78a-a9219f06abe3,1,LOT-0000,
ec2ebac5-f882-4557-8f21-ab61d46d3c4a,01,LOT-0001,
9b81c802-39b8-4174-a4cc-a7dd42d5bc39,1,LOT-0000,
06092931-df9d-48ca-bad5-0371a41ba431,2,LOT-0000,
f0c055e3-d0ac-45a8-8ed0-e2e7382866ac,01,LOT-0000,
c7711135-fbb7-4e6d-801a-66d41155ecca,2,LOT-0000,
200ff04c-a468-4b9e-bd0f-b1b7643c3f77,1,LOT-0000,
21d4f711-fe19-4cd7-aa8c-09863fb8e5dd,2,LOT-0000,
d199a92e-c6f7-4f52-921c-229ba1ccca1b,2,LOT-0000,
851f49ba-160c-4aec-859e-5575b9a046bb,1,LOT-0000,
b0f6fa43-92ac-4e7c-a8c9-55e3487121b0,2,LOT-0000,
cb0b417c-4949-40cb-babb-8d35ac5ecb26,1,LOT-0000,
d7d215a3-38df-4b0e-a785-26cae0a17984,1,LOT-0000,
9532800d-f9a4-4856-bb1a-46f1763f33fb,1,LOT-0000,
86a622d6-b5c8-42ae-8e4e-834ac610f252,2,LOT-0000,
be63422c-a3e0-44fd-befa-6be4e0907e4b,1,LOT-0000,
a9a248f5-fa5a-471c-8cb2-30ea888267a3,1,LOT-0000,
a9a248f5-fa5a-471c-8cb2-30ea888267a3,2,LOT-0000,
38e7a718-d91d-4334-926a-dd334c57b252,2,LOT-0000,
5ad18efd-468c-4e58-9ba9-061739e2d9d0,1,LOT-0000,
05db21f9-25d1-4f8c-bbac-8bc0a526af0e,1,LOT-0000,
d142419a-39aa-42be-aebb-cc0d7b3f8938,1,LOT-0000,
9b81c802-39b8-4174-a4cc-a7dd42d5bc39,2,LOT-0000,
612e70ea-16b7-4b5f-b692-4a4f25ef11ba,2,LOT-0000,
f3c3e09e-228d-45ce-8b31-a19e2230a5ef,1,LOT-0000,
533019ec-0a4e-4ace-b65a-80ad779a29ec,01,LOT-0000,
b8c743e3-0629-4d28-9e6f-5a669b05f017,01,LOT-0000,
57f6110d-aabb-4481-b481-a36e978c631c,1,LOT-0000,
9060ffe1-8203-45ac-8b2d-cfaf33217cf9,1,LOT-0000,
25cecc38-f1a3-4ca9-b27d-29acd25ad83c,5,LOT-0000,
e8382197-4285-40e5-88d2-b62a25ec04e2,01,PAR-0000,
c62abfd1-f12f-483b-ad30-083a126132f6,1,LOT-0000,
