noticeIdentifier,noticeVersion,lotIdentifier,suitableForSMEs
4e2efa0e-8630-465b-beb5-fe2dc2e116e2,01,LOT-0002,
4e2efa0e-8630-465b-beb5-fe2dc2e116e2,01,LOT-0003,
615b5280-a5cf-40f2-b7b9-3da4726c7de4,01,LOT-0000,True
c27ce215-7d21-4d3f-8032-3718f85a797b,01,LOT-0001,True
c27ce215-7d21-4d3f-8032-3718f85a797b,01,LOT-0002,True
dc250dbf-39dc-4f59-b567-cfe9c7189181,01,LOT-0000,
af5ff21e-3c05-4f2c-bd6d-2946bfe9f899,01,LOT-0000,
f02e7748-2050-4ac4-a922-cb0f4439e986,01,LOT-0000,
aa0363f1-766e-40ce-956c-9969d649029b,01,LOT-0001,
01a0a386-93b5-4920-903f-b03532554f28,01,LOT-0930,
01a0a386-93b5-4920-903f-b03532554f28,01,LOT-1130,
01a0a386-93b5-4920-903f-b03532554f28,01,LOT-1230,
01a0a386-93b5-4920-903f-b03532554f28,01,LOT-1330,
01a0a386-93b5-4920-903f-b03532554f28,01,LOT-1430,
01a0a386-93b5-4920-903f-b03532554f28,01,LOT-1830,
25ffc2dd-ffb6-484b-9642-475359ac01fc,01,LOT-0001,False
25ffc2dd-ffb6-484b-9642-475359ac01fc,01,LOT-0002,False
25ffc2dd-ffb6-484b-9642-475359ac01fc,01,LOT-0003,False
f2c6fd75-9a61-4140-a51a-5c616ff7c99d,01,LOT-0001,False
f2c6fd75-9a61-4140-a51a-5c616ff7c99d,01,LOT-0002,False
f2c6fd75-9a61-4140-a51a-5c616ff7c99d,01,LOT-0003,False
1dcf98ce-459c-4042-9b70-dcc925ded5e5,01,LOT-0000,True
0a084d8e-b409-46c3-8f38-42d0c38f4087,01,LOT-0001,True
f8f990a2-b9fb-452d-8a21-a403a2239e46,01,LOT-0001,False
f8f990a2-b9fb-452d-8a21-a403a2239e46,01,LOT-0002,False
0438fc4d-f4e0-43f1-8124-783654473a06,01,LOT-0001,
4f3f43c4-b21a-4fe6-b95f-a02bcfaec978,01,LOT-0000,
f142e565-038d-4c70-b79f-92083cfea0c8,01,LOT-0000,
0e4c6765-b27b-4e7e-9cb1-a4cb71f87e03,01,LOT-0000,
31c84d33-8204-4aeb-9bdc-6b03fe02d7b6,01,LOT-0000,
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,LOT-0001,
3b65793d-c78d-42bc-b654-1eac5dccdd27,01,LOT-0002,
77a17daa-1726-45b5-8710-0d9f238d3cb2,01,LOT-0000,True
01a0a39a-b1ce-41e2-a40e-d2a19840eef3,01,LOT-0001,False
9f47389f-4ff8-4452-bb85-29dc3fdbcacb,01,LOT-0000,
37ef6440-39ad-4711-b6d8-50cd3e259338,01,LOT-0001,False
975ec467-e4c0-41ee-93e8-9e85b58e3304,01,LOT-0000,
1a3ffe25-e783-42d6-85d9-06a72e6621ae,01,LOT-0000,True
65a1fbb7-b8fa-47a1-81b3-19eb0aea6d81,01,LOT-0000,
75b1656a-978d-42f1-bea4-282faba63fb7,01,LOT-0000,
411eac10-5d12-40fb-a4d9-edbad677041b,01,LOT-0001,
411eac10-5d12-40fb-a4d9-edbad677041b,01,LOT-0002,
411eac10-5d12-40fb-a4d9-edbad677041b,01,LOT-0003,
411eac10-5d12-40fb-a4d9-edbad677041b,01,LOT-0004,
b66086b4-5a0c-43e5-beff-d9e5bd9b4747,01,LOT-0001,False
15fde072-07e6-480b-9309-bd9ffe950305,01,LOT-0000,
bdb7cd0f-27a9-49e6-be6e-c80723885512,01,LOT-0000,False
60e43b0a-8dfb-449e-b498-b09682344d0f,01,LOT-0000,
2fbce19e-8406-42b5-9a31-021c37f0693e,01,LOT-0001,
54a3c5e2-e83d-4d6d-b9b4-c8ef88801272,01,LOT-0000,
22be7dde-4ac6-4315-b87d-f19b7e9864cd,01,LOT-0001,
aa9e8b24-c04d-428d-bc89-8f1066e28c35,01,LOT-0001,
cef888de-af89-4526-849f-b65849ea460a,01,LOT-0000,False
5dbbe2be-5c22-4c3b-8923-6a3e9f4aa280,01,LOT-0001,
7d14c033-c833-4b40-8efc-e2ed271a3c3d,01,LOT-0000,True
32bcd728-4e98-499d-a4e3-75f506ec038a,01,LOT-0000,False
07c57189-4238-4bcf-987b-80763a6d7e23,01,LOT-0001,True
07c57189-4238-4bcf-987b-80763a6d7e23,01,LOT-0002,True
07c57189-4238-4bcf-987b-80763a6d7e23,01,LOT-0003,True
a3358992-2707-49b2-822c-dcf07304f3b0,01,LOT-0000,
fb411cf6-4291-4ab1-9080-fb014f9a9c64,01,LOT-0000,
9d83ea1f-2e6a-4af3-9974-0b8a7823c726,01,LOT-0000,True
741f8574-9ba3-434b-bf87-42f565cdff51,01,LOT-0000,True
4d643fae-3e36-4698-9988-0d3e35879d8f,01,LOT-0001,
aecb6364-67b5-456f-ba2e-6dce58f64b21,01,LOT-0000,
bcb96a9b-2bd2-46b3-b7a6-dbe4b1a6fd26,01,LOT-0000,
02251263-d5d8-4ccf-bb46-d4ef31ac41c5,01,LOT-0001,
e72422bd-7b79-45d6-a647-dad18da6e4bc,01,LOT-0000,True
e5945add-25b2-4c37-ade8-426440996759,01,LOT-0000,
dc63569a-abdf-47f2-9210-616091d369de,01,LOT-0000,
4b78a193-a1fc-423c-8a38-0694dfd95972,01,LOT-0000,
091398e0-7d25-4871-911c-9da98bd731fd,01,LOT-0000,
a137db0e-224a-4bd9-86d4-5bb3b3404d4e,01,LOT-0000,
c2df0f6b-f6d4-4dc0-b3ad-25fa9a032e55,01,LOT-0001,True
6b47bdf2-1f73-4935-ba14-aee6a80304a3,01,LOT-0000,False
01a08f76-3858-4723-afdc-294aca37ffad,01,LOT-0001,
85c9a7bb-cf66-405a-93c9-50857968cd15,01,LOT-0000,True
80225e23-4152-4fd6-abf9-b18067c9b448,01,LOT-0001,False
77b9119d-d72d-4bca-adc2-6341ef20117a,01,LOT-0000,False
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,LOT-0001,True
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,LOT-0002,True
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,LOT-0003,True
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,LOT-0004,True
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,LOT-0005,True
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,LOT-0006,True
a87ddb58-7ced-47bf-afd4-8dcf5a1ae567,01,LOT-0007,True
0a256d31-3992-4c28-af2a-af2e7c9d54a3,01,LOT-0001,False
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,LOT-0001,True
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,LOT-0002,True
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,LOT-0003,True
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,LOT-0004,True
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,LOT-0005,True
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,LOT-0006,True
ef3be2c8-73dd-4ce7-a0a5-5626e1d4def2,01,LOT-0007,True
b37b8634-91f0-43a1-9a0b-524aae0ee02e,01,LOT-0000,
abadc72a-717a-45fc-9044-e7eb3dad334a,01,LOT-0001,False
b01a3281-c302-440d-aa3a-0b3d7b665cea,01,LOT-0001,
1799fd7d-d455-45ec-84b3-f267bdf5d0e2,01,LOT-0001,
c9bdc192-58a1-4e7c-a260-cbdd646fd279,01,LOT-0000,True
3b62235d-ca80-4e03-9c3e-297de871fe80,01,LOT-0001,True
b502151c-0762-47f1-9b93-a51f389045d2,01,LOT-0000,
ff86e7dd-9047-4ad8-9ddb-106f4c18e10f,01,LOT-0001,False
ff86e7dd-9047-4ad8-9ddb-106f4c18e10f,01,LOT-0002,False
3084e989-acb5-4689-8ebb-6bf0ad8e0903,01,LOT-0001,True
68395e6d-ee88-4b84-b477-68e4396c6059,01,LOT-0001,
162d0079-0ada-4d8b-b2a3-db5d889299a2,01,LOT-0001,True
b77e9652-6802-4103-a4e1-af42fab8cb9d,01,LOT-0000,
430701f1-558e-4eee-a5d4-f58d6eeefab8,01,LOT-0001,True
52f6371b-39cc-4ec2-8721-e0b6e4e41699,01,LOT-0001,
03e2ee12-213d-4a93-9e86-fa369290166f,01,LOT-0000,
07e2fa36-a8c8-4b6b-94d1-b5ec715848fc,01,LOT-0000,False
5d1ac361-d019-4d42-902b-cbf8708a05bd,01,LOT-0001,True
5d1ac361-d019-4d42-902b-cbf8708a05bd,01,LOT-0002,True
5d1ac361-d019-4d42-902b-cbf8708a05bd,01,LOT-0003,True
5d1ac361-d019-4d42-902b-cbf8708a05bd,01,LOT-0004,True
dee2c291-4257-440e-99c7-cdfab455b60a,01,LOT-0001,
dee2c291-4257-440e-99c7-cdfab455b60a,01,LOT-0002,
dee2c291-4257-440e-99c7-cdfab455b60a,01,LOT-0003,
7a855c7f-8d65-411f-9126-6dcb4aec744d,01,LOT-0000,False
10b4365a-23af-4cbd-874f-5faa960c37e5,01,LOT-0001,False
af9f35a0-65bc-4409-8b2d-339746ec18fa,01,LOT-0000,False
bdf2df03-ecca-4e4a-834a-8c169022bab7,01,LOT-0000,
7005d76c-7d7c-4ac2-aad2-e48d7745a287,01,LOT-0001,
1c273480-662f-4557-999b-ee51263af361,01,LOT-0001,True
1c273480-662f-4557-999b-ee51263af361,01,LOT-0002,True
2446e1a7-8dc7-4593-b2d7-3260e7e86389,01,LOT-0000,
3de46702-3005-4272-9212-60a743a822bf,01,LOT-0001,
3de46702-3005-4272-9212-60a743a822bf,01,LOT-0002,
e5b06742-88fb-461f-b5a2-561a22b4947e,01,LOT-0000,True
d46eb7c9-65b4-4319-ae4f-b64aad501fec,01,LOT-0001,True
dfd696de-b38c-4233-9db9-86a8b768feb4,01,LOT-0000,
5e5c519f-e67b-43bd-aff3-fb2f08bf4814,01,LOT-0000,
5a91aec9-aee6-4c00-809a-5ac8845a61ec,01,LOT-0000,
5d25dc37-cd12-454d-9a04-e023831a2f6b,01,LOT-0001,True
5d25dc37-cd12-454d-9a04-e023831a2f6b,01,LOT-0002,True
5d25dc37-cd12-454d-9a04-e023831a2f6b,01,LOT-0003,False
5d25dc37-cd12-454d-9a04-e023831a2f6b,01,LOT-0004,False
1b4499e0-c0e0-4052-976b-908f05d646fa,01,LOT-0000,
7844bb7e-551c-4b80-8e27-efa3b24aeb75,01,LOT-0001,
7844bb7e-551c-4b80-8e27-efa3b24aeb75,01,LOT-0002,
7844bb7e-551c-4b80-8e27-efa3b24aeb75,01,LOT-0003,
d80782ed-7a0d-4d7b-9d1b-76c7cfbc136d,01,LOT-0001,
2d885c65-7f8d-466b-ae79-a214d09abef4,01,LOT-0000,False
f3a5f1e0-9f72-4179-90d4-bcbd0ab4b850,01,LOT-0000,False
e57a5e81-925c-4497-a287-25ade645b989,01,LOT-0000,False
ec4d8be1-1960-40c4-976d-87eb381e9f1e,01,LOT-0000,
506dd332-df90-4a82-a41a-7fd75b71a74a,01,LOT-0001,False
6c6fd5da-2d81-4cd1-9b7a-4f9af163c766,01,LOT-0000,
b9edd57c-869d-46a1-9b2f-e4d784c599f8,01,LOT-0000,
2370d38a-4a55-40fd-880f-484ba02afa04,01,LOT-0000,True
cc0b1993-24c7-49b8-965b-2d87b7d6b61f,01,LOT-0001,
cc0b1993-24c7-49b8-965b-2d87b7d6b61f,01,LOT-0002,
04ff402f-4285-41f8-8377-bac1364d2807,01,LOT-0001,False
04ff402f-4285-41f8-8377-bac1364d2807,01,LOT-0002,False
d5be3ec2-f7c5-4017-bc4c-fae12b7f6ef7,01,LOT-0001,True
d5be3ec2-f7c5-4017-bc4c-fae12b7f6ef7,01,LOT-0002,True
d5be3ec2-f7c5-4017-bc4c-fae12b7f6ef7,01,LOT-0003,True
d5be3ec2-f7c5-4017-bc4c-fae12b7f6ef7,01,LOT-0004,True
d5be3ec2-f7c5-4017-bc4c-fae12b7f6ef7,01,LOT-0005,True
ec979362-0650-4ab1-8069-b5eb25d72e28,01,LOT-0000,True
9eac5c2d-a869-4f51-aa20-65d23c0c2d8d,01,LOT-0000,False
7d420b5a-d751-4e71-8250-e817a7c35bc9,01,LOT-0001,
de46f8cc-3e1b-45a8-a1fb-b0c56e7a468d,01,LOT-0000,
0f40a536-3868-4c78-8710-e1a04df5dfdc,01,LOT-0001,
81c6013b-1919-4756-861d-b75bb351baed,01,LOT-0001,True
acb8340a-bc54-4982-bae7-7945179d4c5e,02,LOT-0001,
8b68c9cd-becc-4aae-b266-0d8fd532adde,02,LOT-0001,
169c17c4-4961-4faf-b265-cf241ade7b03,02,LOT-0001,
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,LOT-0001,
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,LOT-0002,
ebf0316c-dc1d-4aff-9f0c-9601ef0834b6,02,LOT-0001,
a94fce7c-d20b-4801-a8a4-fa82599b306b,07,LOT-0000,True
d054f781-67a9-4059-8661-386f0f62f944,07,LOT-0000,False
f1b8b89e-0c34-489c-8605-e48d0d0a5cb1,01,LOT-0001,False
9a8868e4-d7bb-4015-8909-1bf3484af77f,01,LOT-0001,
10ab646d-012a-4acd-9d41-d2d5927addbb,01,LOT-0001,
91690441-2088-4e96-99df-2b8ad32e5a1b,01,LOT-0001,
ee3a9d8e-fe1e-4949-9e4a-4e9c190918de,01,LOT-0001,
ee3a9d8e-fe1e-4949-9e4a-4e9c190918de,01,LOT-0002,
6626a339-d511-4a4c-b0a7-54a84a14e72e,01,LOT-0000,
78a13158-21b8-4927-8497-55f095cffba6,01,LOT-0001,True
b74698a4-9f50-479c-b077-0a57c4ab0fb0,01,LOT-0001,True
af09e797-6292-421c-b943-41d89a98d88e,01,LOT-0001,True
98597e19-5747-4c1b-988b-56cbc7418509,01,LOT-0001,True
98597e19-5747-4c1b-988b-56cbc7418509,01,LOT-0002,True
991c04fe-ca10-4e6b-9304-0ad31b4757ed,01,LOT-0001,True
37cdd9a6-65fb-4c7d-b7f5-ad7c7befc670,01,LOT-0001,False
e7ffd4a2-72f0-4c60-b831-c4b32143062c,01,LOT-0000,
31a68589-dbd6-413e-9508-5e94c897fcc7,01,LOT-0001,False
9affc1f7-f387-4b6c-b221-a24ee46c41c6,01,LOT-0001,
6bbaf2c8-f9d8-42ff-8696-dff505cb0366,01,LOT-0000,False
46d59055-2d6b-4dd0-8259-86b3ae67397c,01,LOT-0000,True
f03cd7a8-f967-4d6c-8ce7-8fdc0ed14af6,01,LOT-0001,False
f03cd7a8-f967-4d6c-8ce7-8fdc0ed14af6,01,LOT-0002,False
3eb98c24-107b-4db4-9bc7-13790e23b295,01,LOT-0001,False
d28f5c90-99bc-44f6-ab7f-b559d95655ec,01,LOT-0000,
0ef9519d-3c29-4818-a4de-74d9d2fafdd5,01,LOT-0001,
01a0908b-72d0-4605-806b-700f82b26738,01,LOT-0001,True
008cde4f-7c6c-45cd-8286-9111985fe572,01,LOT-0001,False
4d70dd3a-19b8-45bb-8fe1-cc4dbf9f9bc0,01,LOT-0001,False
3b86fd33-00b9-40dd-8ca9-ceabce92d4f0,01,LOT-0001,True
fb31e81f-405c-4e29-a8ae-81702715ad54,01,LOT-0001,False
f9a8f375-5a0b-4757-8f63-3bb02d515e15,01,LOT-0001,True
f3b9c031-9495-43d1-98ae-9b6965e5dcd5,01,LOT-0001,True
c75374b3-68b2-4961-babf-eda69b82ddf5,01,LOT-0000,False
eef2ee81-6ce1-44d3-a872-d7ef3172d45b,01,LOT-0001,True
72116ef8-f365-4654-a1ae-dad48639eca7,01,LOT-0001,False
72116ef8-f365-4654-a1ae-dad48639eca7,01,LOT-0002,False
72116ef8-f365-4654-a1ae-dad48639eca7,01,LOT-0003,False
d6edcf37-85e7-4c5d-aadd-631777267c50,01,LOT-0001,
1fae276e-8f0b-4dc6-86fe-d4f630f347b4,01,LOT-0001,False
2127b926-d426-4e4b-903f-6ca78cf49240,01,LOT-0000,False
b5167006-df6c-4516-b249-954d8e8f3df2,01,LOT-0000,True
00645247-2a18-4009-8d3c-86d79b0008cd,01,LOT-0001,False
41652100-e2a9-449d-b561-ec5cd19b8897,03,LOT-0000,False
afd9f95e-cfc5-4aa3-9657-683dc982242e,01,LOT-0001,
bd789d45-0e90-47dc-bc95-938462f0599d,01,LOT-0001,
bd789d45-0e90-47dc-bc95-938462f0599d,01,LOT-0002,
bd789d45-0e90-47dc-bc95-938462f0599d,01,LOT-0003,
bd789d45-0e90-47dc-bc95-938462f0599d,01,LOT-0004,
9796d9b5-7bf5-46ad-8cfc-948b3723d87d,01,LOT-0000,False
c14fa2a8-76dc-437b-bf6c-bd43c83bb3c9,01,LOT-0001,
01a0a3d5-6165-4f32-aef7-aa42a53416f8,01,LOT-0001,False
f313e41a-4633-4ba7-b1be-e4a4adc5eb12,01,LOT-0001,
77dd412a-f4af-4b1f-bc1b-77bcaf09e031,01,LOT-0001,
74213ead-8e86-41f8-b1d4-eff6c6ab222a,01,LOT-0001,True
f67484c6-0ea9-45ec-98f4-f1afe4c46ecf,01,LOT-0001,
f67484c6-0ea9-45ec-98f4-f1afe4c46ecf,01,LOT-0002,
dc8a5290-a8f6-4e7a-93be-cc3b6edf7b7f,01,LOT-0000,False
8712ead9-715a-4650-ab3e-b34384a3359a,01,LOT-0000,False
04f76f7a-e349-489a-a764-54850c2dea86,01,LOT-0001,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0001,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0002,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0003,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0004,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0005,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0006,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0007,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0008,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0009,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0010,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0011,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0012,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0013,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0014,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0015,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0016,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0017,True
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0018,True
58ff65ad-ad0d-43da-9705-373a3e18d3db,01,LOT-0000,False
cd3f20d9-6470-470f-9daa-4132a2932046,01,PAR-0001,True
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,LOT-0001,
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,LOT-0002,
cba98c7f-e41f-4ab9-81b8-7a3319fc583a,01,LOT-0000,
c76203cb-e304-450e-ab70-f351183aeb21,01,LOT-0000,False
c0a87660-19a6-44c1-bbc8-c7fec1c7615d,01,LOT-0001,True
c0a87660-19a6-44c1-bbc8-c7fec1c7615d,01,LOT-0002,True
c0a87660-19a6-44c1-bbc8-c7fec1c7615d,01,LOT-0003,True
43e6cc1d-3b21-45dd-9238-1a0c606cbdac,01,LOT-0001,
6f3b35b2-71c9-4abb-a5de-426cf16e85d8,01,LOT-0000,
81db0040-7ed0-434a-947e-7113d2568512,01,LOT-0001,True
7ee8c71e-6e5c-48b4-bbd0-68c027e3724d,01,LOT-0001,
252e2ba7-7660-4d37-a9f0-0247365d28f8,01,LOT-0001,True
252e2ba7-7660-4d37-a9f0-0247365d28f8,01,LOT-0002,True
252e2ba7-7660-4d37-a9f0-0247365d28f8,01,LOT-0003,True
252e2ba7-7660-4d37-a9f0-0247365d28f8,01,LOT-0004,True
252e2ba7-7660-4d37-a9f0-0247365d28f8,01,LOT-0005,True
252e2ba7-7660-4d37-a9f0-0247365d28f8,01,LOT-0006,True
470072e8-59d4-460e-83d7-7ef747d9690f,01,LOT-0001,True
c3a9b49a-2f04-4f8c-8eb2-c8341bbafabe,01,LOT-0000,True
2339bde4-829b-43aa-b216-c75c2496c85f,01,LOT-0001,
f543cff6-5e02-459b-9d43-6a78f2f61da8,01,LOT-0001,
97e862d6-eeca-4870-8e35-1ec6806240b8,01,LOT-0001,False
97e862d6-eeca-4870-8e35-1ec6806240b8,01,LOT-0002,False
97e862d6-eeca-4870-8e35-1ec6806240b8,01,LOT-0003,False
97e862d6-eeca-4870-8e35-1ec6806240b8,01,LOT-0004,False
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0001,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0002,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0003,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0004,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0005,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0006,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0007,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0008,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0009,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0010,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0011,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0012,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0013,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0014,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0015,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0016,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0017,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0018,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0019,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0020,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0021,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0022,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0023,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0024,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0025,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0026,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0027,True
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0028,True
ad444921-a025-4950-b270-afc0dd34dd39,01,LOT-0000,False
b86b2a2d-f22f-4843-9c9e-47873e5a5838,01,LOT-0000,True
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0001,True
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0002,True
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0003,True
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0004,True
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0005,True
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0006,True
fddd9d32-d79e-4c0e-b40e-8d14b7ca2629,01,LOT-0000,
d4619e7b-8b9e-4a4f-a8e2-fa3fbe3dcb44,01,LOT-0000,
7b584af3-cd7a-4fa9-be87-2fa6755c77f4,01,LOT-0001,
c4e11c05-c40c-401c-b0f0-a479f42067b7,01,LOT-0001,
193c6052-b39c-4044-9fec-9669ee69dfd8,01,LOT-0000,
2e8cce13-269e-4558-8b56-8c992ec1e00b,01,LOT-0001,False
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,LOT-0001,False
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,LOT-0002,False
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,LOT-0003,False
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,LOT-0004,False
90f332ed-04ca-467f-9af8-5e6e8e9ac165,01,LOT-0000,True
3c3b2519-5588-45d3-a0ca-9d0e5dada4ce,01,LOT-0000,
fe0bd50e-647d-4bce-916a-4be5863cb38a,01,PAR-0001,False
8bc44cd7-7b10-4f1d-84b6-c2b84c99bd77,01,LOT-0000,
e9684303-556d-4be9-b2f7-525e90f7aa61,01,LOT-0001,True
39451e83-34bc-4104-841d-204bcaf0bfb1,01,LOT-0001,
08738828-2406-4dee-b294-31c6c16f7568,01,LOT-0001,
08738828-2406-4dee-b294-31c6c16f7568,01,LOT-0002,
08738828-2406-4dee-b294-31c6c16f7568,01,LOT-0003,
08738828-2406-4dee-b294-31c6c16f7568,01,LOT-0004,
08738828-2406-4dee-b294-31c6c16f7568,01,LOT-0005,
fffa5d0a-0257-4e98-b6e8-6a182061357d,01,LOT-0001,
b6497276-a5eb-4c66-ac56-f86604960788,01,LOT-0001,False
ca24ac0c-3c27-491e-a1e7-908958fd804d,01,LOT-0001,
9847632d-4a97-4aaa-ad2a-30e63db92be3,01,LOT-0000,True
01a0a444-1c07-471e-b755-941f4becd2ee,01,LOT-0001,False
c5130c2b-46f7-4e0e-9809-68b19283cd29,01,LOT-0001,True
c5130c2b-46f7-4e0e-9809-68b19283cd29,01,LOT-0002,True
c5130c2b-46f7-4e0e-9809-68b19283cd29,01,LOT-0003,True
c5130c2b-46f7-4e0e-9809-68b19283cd29,01,LOT-0004,True
7267f9d3-1956-47a5-82d7-7d2d914a3ec0,01,LOT-0001,False
f38209f9-e539-4f4b-a401-83eb750ae9df,01,LOT-0001,
1594f91b-44f6-456a-a325-ad98833404bc,01,LOT-0000,False
0430fc54-6625-452c-aaf0-0a8cbd97d010,01,LOT-0001,
da4582b1-8a28-481e-83a6-878d3f239556,01,LOT-0001,
12d399d4-743f-4ef9-8d50-661c788e7327,01,LOT-0001,True
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0001,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0002,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0003,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0004,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0005,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0006,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0007,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0008,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0009,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0010,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0011,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0012,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0013,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0014,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0015,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0016,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0017,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0018,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0019,False
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0020,False
